,country,Code,Year,percentage
0,Afghanistan,AFG,1974,27.0889892578125
1,Afghanistan,AFG,1993,28.6519107818604
2,Afghanistan,AFG,2014,85.6925277709961
3,Albania,ALB,1999,97.3142471313477
4,Albania,ALB,2000,95.8898773193359
5,Albania,ALB,2001,94.3273468017578
6,Albania,ALB,2003,91.7103118896484
7,Albania,ALB,2004,91.1112899780273
8,Albania,ALB,2008,92.4632110595703
9,Albania,ALB,2009,91.19139862060553
10,Albania,ALB,2010,92.8130035400391
11,Albania,ALB,2011,95.4087066650391
12,Albania,ALB,2012,99.02426147460942
13,Albania,ALB,2013,99.1981964111328
14,Albania,ALB,2014,99.3960723876953
15,Algeria,DZA,1973,67.498046875
16,Algeria,DZA,1974,71.4016494750977
17,Algeria,DZA,1975,73.81182861328129
18,Algeria,DZA,1976,75.7845993041992
19,Algeria,DZA,1977,77.35272216796879
20,Algeria,DZA,1978,78.4079132080078
21,Algeria,DZA,1979,78.5041198730469
22,Algeria,DZA,1980,79.61676025390629
23,Algeria,DZA,1981,79.879508972168
24,Algeria,DZA,1982,79.5500411987305
25,Algeria,DZA,1983,78.88230895996091
26,Algeria,DZA,1984,79.9004364013672
27,Algeria,DZA,1985,80.24537658691409
28,Algeria,DZA,1986,81.3967819213867
29,Algeria,DZA,1987,82.70123291015629
30,Algeria,DZA,1988,83.8008117675781
31,Algeria,DZA,1989,84.8651809692383
32,Algeria,DZA,1990,85.3903884887695
33,Algeria,DZA,1991,87.1121673583984
34,Algeria,DZA,1992,88.1992721557617
35,Algeria,DZA,1993,87.71056365966801
36,Algeria,DZA,1994,87.6532974243164
37,Algeria,DZA,1995,87.8834075927734
38,Algeria,DZA,1996,87.43856811523442
39,Algeria,DZA,1997,86.9141693115234
40,Algeria,DZA,1999,89.7255325317383
41,Algeria,DZA,2000,90.5237197875977
42,Algeria,DZA,2001,92.64193725585942
43,Algeria,DZA,2002,93.91455078125
44,Algeria,DZA,2003,94.4528579711914
45,Algeria,DZA,2004,95.2220077514648
46,Algeria,DZA,2005,95.5387573242188
47,Algeria,DZA,2006,95.7594985961914
48,Algeria,DZA,2007,95.9753799438477
49,Algeria,DZA,2008,97.3411483764648
50,Algeria,DZA,2009,98.8084030151367
51,Algeria,DZA,2010,98.6604766845703
52,Algeria,DZA,2011,98.75006103515628
53,Algeria,DZA,2012,98.7547607421875
54,Algeria,DZA,2013,98.8349227905273
55,Algeria,DZA,2014,98.7721176147461
56,Angola,AGO,1982,47.8443717956543
57,Angola,AGO,1983,44.5082092285156
58,Angola,AGO,1998,49.6805686950684
59,Angola,AGO,2008,87.72509765625
60,Angola,AGO,2009,86.7434921264648
61,Angola,AGO,2010,87.8922882080078
62,Angola,AGO,2011,87.862060546875
63,Antigua and Barbuda,ATG,2007,93.4625778198242
64,Antigua and Barbuda,ATG,2008,94.55516815185553
65,Antigua and Barbuda,ATG,2009,93.3631134033203
66,Antigua and Barbuda,ATG,2010,89.47899627685551
67,Antigua and Barbuda,ATG,2011,89.64013671875
68,Antigua and Barbuda,ATG,2012,86.5798797607422
69,Antigua and Barbuda,ATG,2014,86.4725494384766
70,Argentina,ARG,1970,94.9729385375977
71,Argentina,ARG,1974,96.6124801635742
72,Argentina,ARG,1975,96.38580322265628
73,Argentina,ARG,1987,94.5409088134766
74,Argentina,ARG,1991,96.2538223266602
75,Argentina,ARG,1997,100.0
76,Argentina,ARG,1998,99.9376373291016
77,Argentina,ARG,1999,99.9596176147461
78,Argentina,ARG,2000,99.7603530883789
79,Argentina,ARG,2001,99.82113647460942
80,Argentina,ARG,2002,99.8323211669922
81,Argentina,ARG,2003,99.7799530029297
82,Argentina,ARG,2004,99.4209976196289
83,Argentina,ARG,2005,99.5558624267578
84,Argentina,ARG,2006,99.6809463500977
85,Argentina,ARG,2007,99.79312133789058
86,Argentina,ARG,2008,99.7325286865234
87,Argentina,ARG,2009,99.7156219482422
88,Argentina,ARG,2010,99.3311996459961
89,Argentina,ARG,2011,99.3594284057617
90,Argentina,ARG,2012,99.3447723388672
91,Argentina,ARG,2013,99.5005035400391
92,Armenia,ARM,2002,87.31713104248051
93,Armenia,ARM,2003,85.6454162597656
94,Armenia,ARM,2005,87.5530319213867
95,Armenia,ARM,2006,89.9668731689453
96,Armenia,ARM,2007,92.9483795166016
97,Aruba,ABW,1999,98.27310180664058
98,Aruba,ABW,2000,98.40908813476558
99,Aruba,ABW,2001,99.666130065918
100,Aruba,ABW,2002,98.1725921630859
101,Aruba,ABW,2003,96.67843627929692
102,Aruba,ABW,2004,97.82347869873053
103,Aruba,ABW,2005,98.3592300415039
104,Aruba,ABW,2006,99.01992797851558
105,Aruba,ABW,2007,99.1986236572266
106,Aruba,ABW,2008,99.5419692993164
107,Aruba,ABW,2009,96.6361618041992
108,Aruba,ABW,2010,99.0910873413086
109,Aruba,ABW,2013,97.8841018676758
110,Aruba,ABW,2014,99.9374313354492
111,Australia,AUS,1971,96.2010879516602
112,Australia,AUS,1973,94.744499206543
113,Australia,AUS,1974,94.05361938476558
114,Australia,AUS,1975,96.7161712646484
115,Australia,AUS,1976,97.662712097168
116,Australia,AUS,1977,99.9626693725586
117,Australia,AUS,1978,99.9718017578125
118,Australia,AUS,1979,99.984260559082
119,Australia,AUS,1980,99.9532012939453
120,Australia,AUS,1981,99.4390106201172
121,Australia,AUS,1982,98.3717727661133
122,Australia,AUS,1983,97.4330673217773
123,Australia,AUS,1984,95.6805801391602
124,Australia,AUS,1985,95.7782516479492
125,Australia,AUS,1986,96.48587036132808
126,Australia,AUS,1987,97.0616073608398
127,Australia,AUS,1988,97.7472686767578
128,Australia,AUS,1989,97.8603134155273
129,Australia,AUS,1990,97.45848846435553
130,Australia,AUS,1991,96.8699111938477
131,Australia,AUS,1992,96.64061737060553
132,Australia,AUS,1993,96.2342681884766
133,Australia,AUS,1994,95.94442749023442
134,Australia,AUS,1995,94.5284423828125
135,Australia,AUS,1996,94.9486770629883
136,Australia,AUS,1997,94.5570526123047
137,Australia,AUS,1998,94.513313293457
138,Australia,AUS,1999,94.171028137207
139,Australia,AUS,2000,94.12448120117192
140,Australia,AUS,2001,98.35446166992192
141,Australia,AUS,2002,98.4026107788086
142,Australia,AUS,2003,97.1010208129883
143,Australia,AUS,2004,97.5184097290039
144,Australia,AUS,2005,98.45733642578128
145,Australia,AUS,2006,98.8895721435547
146,Australia,AUS,2007,99.05523681640628
147,Australia,AUS,2008,99.1425399780273
148,Australia,AUS,2009,99.3405380249023
149,Australia,AUS,2010,99.4950790405273
150,Australia,AUS,2011,100.0
151,Australia,AUS,2012,100.0
152,Australia,AUS,2013,99.9049911499023
153,Austria,AUT,1971,91.07327270507808
154,Austria,AUT,1972,90.28378295898442
155,Austria,AUT,1973,88.9248275756836
156,Austria,AUT,1974,88.0207366943359
157,Austria,AUT,1975,87.71508026123051
158,Austria,AUT,1976,87.1222763061523
159,Austria,AUT,1989,94.4545288085938
160,Azerbaijan,AZE,1991,92.0349578857422
161,Azerbaijan,AZE,1992,92.4270477294922
162,Azerbaijan,AZE,1993,88.4142913818359
163,Azerbaijan,AZE,1994,81.3800277709961
164,Azerbaijan,AZE,1995,83.57420349121091
165,Azerbaijan,AZE,1996,93.25375366210942
166,Azerbaijan,AZE,1997,90.1027221679688
167,Azerbaijan,AZE,1998,88.77239990234379
168,Azerbaijan,AZE,1999,95.18814086914058
169,Azerbaijan,AZE,2000,91.5066909790039
170,Azerbaijan,AZE,2001,88.72280883789058
171,Azerbaijan,AZE,2002,88.2523574829102
172,Azerbaijan,AZE,2003,86.5684814453125
173,Azerbaijan,AZE,2004,87.4819488525391
174,Azerbaijan,AZE,2005,86.9802780151367
175,Azerbaijan,AZE,2006,87.1575927734375
176,Azerbaijan,AZE,2007,86.8136825561523
177,Azerbaijan,AZE,2008,86.6738967895508
178,Azerbaijan,AZE,2009,88.0257186889648
179,Azerbaijan,AZE,2010,87.5255813598633
180,Azerbaijan,AZE,2011,90.10179901123053
181,Azerbaijan,AZE,2012,92.3244781494141
182,Azerbaijan,AZE,2013,97.9265975952148
183,Azerbaijan,AZE,2014,99.2362670898438
184,Bahamas,BHS,1971,100.0
185,Bahamas,BHS,1972,99.91925048828128
186,Bahamas,BHS,1973,96.37183380126947
187,Bahamas,BHS,1974,99.3930435180664
188,Bahamas,BHS,1975,100.0
189,Bahamas,BHS,1976,98.8524169921875
190,Bahamas,BHS,1977,98.1935195922852
191,Bahamas,BHS,1980,97.2161026000977
192,Bahamas,BHS,1981,100.0
193,Bahamas,BHS,1984,95.9269485473633
194,Bahamas,BHS,1992,88.5360107421875
195,Bahamas,BHS,1993,88.8792037963867
196,Bahamas,BHS,1994,92.6135101318359
197,Bahamas,BHS,1999,91.2892608642578
198,Bahamas,BHS,2004,94.39730834960942
199,Bahamas,BHS,2005,98.5798492431641
200,Bahamas,BHS,2006,97.1298217773438
201,Bahamas,BHS,2007,98.66378784179692
202,Bahamas,BHS,2008,98.61068725585942
203,Bahamas,BHS,2009,96.1911468505859
204,Bahamas,BHS,2010,97.8058624267578
205,Bahrain,BHR,1971,76.2976989746094
206,Bahrain,BHR,1972,79.1236190795898
207,Bahrain,BHR,1973,80.18048095703129
208,Bahrain,BHR,1974,81.7910614013672
209,Bahrain,BHR,1975,85.2412567138672
210,Bahrain,BHR,1976,82.1042861938477
211,Bahrain,BHR,1977,82.11387634277341
212,Bahrain,BHR,1978,80.0707092285156
213,Bahrain,BHR,1979,80.7227478027344
214,Bahrain,BHR,1980,82.43894958496091
215,Bahrain,BHR,1981,82.04493713378909
216,Bahrain,BHR,1982,80.6678009033203
217,Bahrain,BHR,1983,83.3249435424805
218,Bahrain,BHR,1984,86.6797714233398
219,Bahrain,BHR,1985,91.1168975830078
220,Bahrain,BHR,1986,96.2041473388672
221,Bahrain,BHR,1987,95.55789184570308
222,Bahrain,BHR,1988,98.29003143310553
223,Bahrain,BHR,1989,99.04373168945308
224,Bahrain,BHR,1991,99.4494400024414
225,Bahrain,BHR,1992,96.9473114013672
226,Bahrain,BHR,1993,98.022819519043
227,Bahrain,BHR,1994,97.9902496337891
228,Bahrain,BHR,1995,99.1021881103516
229,Bahrain,BHR,1996,99.91973876953128
230,Bahrain,BHR,1997,99.8674697875977
231,Bahrain,BHR,1998,99.706916809082
232,Bahrain,BHR,1999,99.7906036376953
233,Bangladesh,BGD,1970,50.8469390869141
234,Bangladesh,BGD,1973,70.3747634887695
235,Bangladesh,BGD,1976,76.2395095825195
236,Bangladesh,BGD,1977,71.383659362793
237,Bangladesh,BGD,1978,70.66107177734379
238,Bangladesh,BGD,1981,67.6230926513672
239,Bangladesh,BGD,1983,64.4550399780273
240,Bangladesh,BGD,1984,63.05989074707029
241,Bangladesh,BGD,1985,61.233180999755895
242,Bangladesh,BGD,1986,60.2325286865234
243,Bangladesh,BGD,1987,59.24137878417971
244,Bangladesh,BGD,1988,69.5445709228516
245,Bangladesh,BGD,1989,69.515266418457
246,Bangladesh,BGD,1990,72.464599609375
247,Bangladesh,BGD,2005,95.37301635742192
248,Bangladesh,BGD,2006,95.8562698364258
249,Bangladesh,BGD,2008,92.8416595458984
250,Bangladesh,BGD,2009,93.8199996948242
251,Bangladesh,BGD,2010,94.547737121582
252,Barbados,BRB,1971,86.44249725341801
253,Barbados,BRB,1972,88.0591812133789
254,Barbados,BRB,1973,88.7263336181641
255,Barbados,BRB,1976,98.819450378418
256,Barbados,BRB,1977,98.3329315185547
257,Barbados,BRB,1978,98.2307510375977
258,Barbados,BRB,1979,98.8761825561523
259,Barbados,BRB,1981,94.60865020751947
260,Barbados,BRB,1982,94.5032501220703
261,Barbados,BRB,1983,96.3191986083984
262,Barbados,BRB,1989,99.705207824707
263,Barbados,BRB,1990,97.60317993164058
264,Barbados,BRB,1992,89.7301025390625
265,Barbados,BRB,1999,99.4649505615234
266,Barbados,BRB,2000,97.7173614501953
267,Barbados,BRB,2001,97.27059936523442
268,Barbados,BRB,2002,93.9526824951172
269,Barbados,BRB,2003,93.77120971679692
270,Barbados,BRB,2004,92.8799285888672
271,Barbados,BRB,2005,92.1272125244141
272,Barbados,BRB,2006,95.1883087158203
273,Barbados,BRB,2007,97.493049621582
274,Barbados,BRB,2008,98.80825805664058
275,Barbados,BRB,2009,97.31906127929692
276,Barbados,BRB,2010,97.90988159179692
277,Barbados,BRB,2011,95.8462677001953
278,Barbados,BRB,2014,91.94674682617192
279,Belarus,BLR,1995,87.83251190185551
280,Belarus,BLR,2001,100.0
281,Belarus,BLR,2002,99.3314819335938
282,Belarus,BLR,2003,99.4596405029297
283,Belarus,BLR,2004,98.1453628540039
284,Belarus,BLR,2005,98.14047241210942
285,Belarus,BLR,2006,98.6497802734375
286,Belarus,BLR,2007,98.91921997070308
287,Belarus,BLR,2008,99.3446807861328
288,Belarus,BLR,2009,99.2956390380859
289,Belarus,BLR,2010,99.33828735351558
290,Belarus,BLR,2011,99.2906036376953
291,Belarus,BLR,2012,99.32192993164058
292,Belarus,BLR,2013,97.868408203125
293,Belarus,BLR,2014,98.6029205322266
294,Belgium,BEL,1977,97.6126327514648
295,Belgium,BEL,1979,99.2348098754883
296,Belgium,BEL,1980,99.6944198608398
297,Belgium,BEL,1981,98.355827331543
298,Belgium,BEL,1982,98.1996536254883
299,Belgium,BEL,1983,94.8311614990234
300,Belgium,BEL,1984,93.9449920654297
301,Belgium,BEL,1985,93.2914810180664
302,Belgium,BEL,1986,94.442008972168
303,Belgium,BEL,1987,95.5682907104492
304,Belgium,BEL,1988,96.5768814086914
305,Belgium,BEL,1991,95.9473876953125
306,Belgium,BEL,1992,94.4374618530273
307,Belgium,BEL,1993,96.9353485107422
308,Belgium,BEL,1994,96.28887939453128
309,Belgium,BEL,1995,96.3357315063477
310,Belgium,BEL,1996,96.84249877929692
311,Belgium,BEL,1999,99.849983215332
312,Belgium,BEL,2000,100.0
313,Belgium,BEL,2001,99.90908813476558
314,Belgium,BEL,2002,99.9359130859375
315,Belgium,BEL,2003,99.1540679931641
316,Belgium,BEL,2004,97.67807006835942
317,Belgium,BEL,2005,97.5585403442383
318,Belgium,BEL,2006,98.20767211914058
319,Belgium,BEL,2007,99.287727355957
320,Belgium,BEL,2008,99.9701919555664
321,Belgium,BEL,2009,99.9050521850586
322,Belgium,BEL,2010,99.6263198852539
323,Belgium,BEL,2011,99.68527221679692
324,Belgium,BEL,2012,99.9999618530273
325,Belgium,BEL,2013,99.9803619384766
326,Belgium,BEL,2014,99.8346328735352
327,Belize,BLZ,1999,99.36947631835942
328,Belize,BLZ,2000,96.5792922973633
329,Belize,BLZ,2001,93.6849365234375
330,Belize,BLZ,2003,94.0299224853516
331,Belize,BLZ,2004,96.37796020507808
332,Belize,BLZ,2005,95.184928894043
333,Belize,BLZ,2006,95.9364013671875
334,Belize,BLZ,2007,95.41677856445308
335,Belize,BLZ,2008,96.4670028686523
336,Belize,BLZ,2009,97.22341918945308
337,Belize,BLZ,2010,98.2406616210938
338,Belize,BLZ,2011,97.7786331176758
339,Belize,BLZ,2012,99.7833023071289
340,Belize,BLZ,2013,99.136962890625
341,Belize,BLZ,2014,99.3019485473633
342,Benin,BEN,1984,49.651439666748
343,Benin,BEN,1985,50.41601181030271
344,Benin,BEN,1986,48.5337905883789
345,Benin,BEN,1988,48.168239593505895
346,Benin,BEN,1989,48.654880523681605
347,Benin,BEN,1990,39.2619514465332
348,Benin,BEN,1992,48.8130416870117
349,Benin,BEN,1993,52.7194404602051
350,Benin,BEN,1994,53.90425109863279
351,Benin,BEN,1995,56.238521575927706
352,Benin,BEN,1996,58.424560546875
353,Benin,BEN,1997,61.6597290039063
354,Benin,BEN,2003,82.94642639160159
355,Benin,BEN,2004,85.8864288330078
356,Benin,BEN,2005,81.8509902954102
357,Benin,BEN,2006,84.67185974121091
358,Benin,BEN,2008,87.62329864501949
359,Benin,BEN,2009,93.3121795654297
360,Benin,BEN,2010,94.120849609375
361,Benin,BEN,2011,94.1922607421875
362,Benin,BEN,2012,95.0146026611328
363,Benin,BEN,2013,95.39672088623053
364,Benin,BEN,2014,95.8666229248047
365,Bermuda,BMU,1978,82.71958923339841
366,Bermuda,BMU,1979,80.80299377441409
367,Bermuda,BMU,1984,91.6493072509766
368,Bermuda,BMU,1985,93.9752578735352
369,Bermuda,BMU,2005,97.5803604125977
370,Bermuda,BMU,2011,87.93138885498051
371,Bermuda,BMU,2012,83.47862243652341
372,Bhutan,BTN,1978,22.8144798278809
373,Bhutan,BTN,1979,25.6086292266846
374,Bhutan,BTN,1998,55.047248840332
375,Bhutan,BTN,1999,56.1701889038086
376,Bhutan,BTN,2000,59.2015419006348
377,Bhutan,BTN,2001,62.7099494934082
378,Bhutan,BTN,2005,72.9403610229492
379,Bhutan,BTN,2006,76.7238388061523
380,Bhutan,BTN,2008,82.0637588500977
381,Bhutan,BTN,2009,86.5145492553711
382,Bhutan,BTN,2010,88.4916229248047
383,Bhutan,BTN,2011,89.11779022216801
384,Bhutan,BTN,2012,90.7184906005859
385,Bhutan,BTN,2013,89.16223907470699
386,Bhutan,BTN,2014,88.9828720092773
387,Bolivia,BOL,1998,99.13510131835942
388,Bolivia,BOL,1999,99.3750381469727
389,Bolivia,BOL,2000,99.550163269043
390,Bolivia,BOL,2001,99.712760925293
391,Bolivia,BOL,2002,99.7476806640625
392,Bolivia,BOL,2003,99.93065643310553
393,Bolivia,BOL,2006,99.975227355957
394,Bolivia,BOL,2007,99.997932434082
395,Bolivia,BOL,2008,99.8051910400391
396,Bosnia and Herzegovina,BIH,2011,97.86766815185553
397,Bosnia and Herzegovina,BIH,2012,99.6127395629883
398,Bosnia and Herzegovina,BIH,2013,99.5244674682617
399,Bosnia and Herzegovina,BIH,2014,98.9623413085938
400,Botswana,BWA,1970,43.638671875
401,Botswana,BWA,1971,40.87131881713871
402,Botswana,BWA,1972,42.4800415039063
403,Botswana,BWA,1973,45.9410095214844
404,Botswana,BWA,1974,50.2393913269043
405,Botswana,BWA,1975,56.6987380981445
406,Botswana,BWA,1976,61.237678527832
407,Botswana,BWA,1977,65.5363311767578
408,Botswana,BWA,1978,66.58709716796879
409,Botswana,BWA,1979,68.3459930419922
410,Botswana,BWA,1980,72.6619567871094
411,Botswana,BWA,1981,77.0011901855469
412,Botswana,BWA,1983,80.90625
413,Botswana,BWA,1984,81.22825622558591
414,Botswana,BWA,1985,83.1536636352539
415,Botswana,BWA,1986,84.1504898071289
416,Botswana,BWA,1987,85.02423095703129
417,Botswana,BWA,1988,85.534309387207
418,Botswana,BWA,1989,86.1240005493164
419,Botswana,BWA,1990,85.6291122436523
420,Botswana,BWA,1991,87.7892227172852
421,Botswana,BWA,1992,87.12127685546879
422,Botswana,BWA,1993,86.5280990600586
423,Botswana,BWA,1994,86.29029083251949
424,Botswana,BWA,1995,77.342399597168
425,Botswana,BWA,1996,77.74085998535159
426,Botswana,BWA,1998,80.8020782470703
427,Botswana,BWA,1999,80.4704895019531
428,Botswana,BWA,2000,81.91937255859379
429,Botswana,BWA,2001,83.9167404174805
430,Botswana,BWA,2002,84.4831008911133
431,Botswana,BWA,2003,84.72959899902341
432,Botswana,BWA,2004,85.6088180541992
433,Botswana,BWA,2005,85.9988021850586
434,Botswana,BWA,2006,86.94677734375
435,Botswana,BWA,2007,85.9180068969727
436,Botswana,BWA,2008,85.6784896850586
437,Botswana,BWA,2009,85.97296142578129
438,Botswana,BWA,2012,91.4755477905273
439,Botswana,BWA,2013,92.02050018310553
440,Brazil,BRA,1999,98.07272338867192
441,Brazil,BRA,2001,98.8549270629883
442,Brazil,BRA,2002,96.727409362793
443,Brazil,BRA,2003,94.2950592041016
444,Brazil,BRA,2004,95.5853118896484
445,Brazil,BRA,2005,96.0799331665039
446,Brazil,BRA,2007,92.47411346435553
447,Brazil,BRA,2008,98.5383071899414
448,Brazil,BRA,2009,96.5850830078125
449,Brazil,BRA,2011,95.6971817016602
450,Brazil,BRA,2012,95.5137481689453
451,Brazil,BRA,2013,95.8976898193359
452,Brunei,BRN,1977,89.67562866210942
453,Brunei,BRN,1978,90.564323425293
454,Brunei,BRN,1979,81.6463623046875
455,Brunei,BRN,1980,82.3609085083008
456,Brunei,BRN,1981,79.100456237793
457,Brunei,BRN,1982,77.59266662597659
458,Brunei,BRN,1983,78.571662902832
459,Brunei,BRN,1984,78.8187713623047
460,Brunei,BRN,1986,80.4183807373047
461,Brunei,BRN,1991,91.461181640625
462,Brunei,BRN,1992,93.5756988525391
463,Brunei,BRN,1993,96.29859161376947
464,Brunei,BRN,1994,96.2433929443359
465,Brunei,BRN,1995,98.8045272827148
466,Brunei,BRN,2005,99.9605026245117
467,Brunei,BRN,2006,99.5133895874023
468,Brunei,BRN,2007,99.6714019775391
469,Brunei,BRN,2008,99.4581069946289
470,Brunei,BRN,2009,99.9674835205078
471,Brunei,BRN,2010,99.5082778930664
472,Brunei,BRN,2011,99.38455200195308
473,Brunei,BRN,2012,99.6655502319336
474,Brunei,BRN,2013,99.6100387573242
475,Brunei,BRN,2014,99.901969909668
476,Bulgaria,BGR,1996,94.2692337036133
477,Bulgaria,BGR,1997,95.259162902832
478,Bulgaria,BGR,1998,97.76953125
479,Bulgaria,BGR,1999,98.5765533447266
480,Bulgaria,BGR,2000,98.4506072998047
481,Bulgaria,BGR,2001,98.8616409301758
482,Bulgaria,BGR,2002,98.015380859375
483,Bulgaria,BGR,2003,97.84158325195308
484,Bulgaria,BGR,2004,97.2501907348633
485,Bulgaria,BGR,2005,94.01400756835942
486,Bulgaria,BGR,2006,92.5325393676758
487,Bulgaria,BGR,2007,95.8628311157227
488,Bulgaria,BGR,2008,97.9167098999023
489,Bulgaria,BGR,2009,99.38477325439447
490,Bulgaria,BGR,2010,99.6329574584961
491,Bulgaria,BGR,2011,98.88784790039058
492,Bulgaria,BGR,2012,97.2655868530273
493,Bulgaria,BGR,2013,96.8688278198242
494,Bulgaria,BGR,2014,96.5798492431641
495,Burkina Faso,BFA,1971,10.0545997619629
496,Burkina Faso,BFA,1972,10.4877901077271
497,Burkina Faso,BFA,1977,12.5579700469971
498,Burkina Faso,BFA,1978,13.0268201828003
499,Burkina Faso,BFA,1979,13.518899917602502
500,Burkina Faso,BFA,1980,14.3084201812744
501,Burkina Faso,BFA,1981,15.3243799209595
502,Burkina Faso,BFA,1982,16.8141002655029
503,Burkina Faso,BFA,1983,18.0799999237061
504,Burkina Faso,BFA,1984,19.4290599822998
505,Burkina Faso,BFA,1985,21.48464012146
506,Burkina Faso,BFA,1986,23.485460281372102
507,Burkina Faso,BFA,1987,25.1381893157959
508,Burkina Faso,BFA,1988,25.6219692230225
509,Burkina Faso,BFA,1989,25.914720535278303
510,Burkina Faso,BFA,1991,27.1822700500488
511,Burkina Faso,BFA,1992,27.703519821167003
512,Burkina Faso,BFA,1993,28.687059402465803
513,Burkina Faso,BFA,1994,29.9130306243896
514,Burkina Faso,BFA,1995,31.5351696014404
515,Burkina Faso,BFA,1998,34.9796981811523
516,Burkina Faso,BFA,1999,35.513698577880895
517,Burkina Faso,BFA,2000,36.745658874511705
518,Burkina Faso,BFA,2001,37.7718811035156
519,Burkina Faso,BFA,2002,36.723850250244105
520,Burkina Faso,BFA,2003,39.0540008544922
521,Burkina Faso,BFA,2004,41.1556816101074
522,Burkina Faso,BFA,2005,45.9777412414551
523,Burkina Faso,BFA,2006,49.623451232910206
524,Burkina Faso,BFA,2007,54.950469970703104
525,Burkina Faso,BFA,2008,60.98583984375
526,Burkina Faso,BFA,2009,63.8480415344238
527,Burkina Faso,BFA,2010,60.1771087646484
528,Burkina Faso,BFA,2011,64.75363159179689
529,Burkina Faso,BFA,2012,65.7516632080078
530,Burkina Faso,BFA,2013,66.8044967651367
531,Burkina Faso,BFA,2014,68.07073974609379
532,Burundi,BDI,1973,18.802310943603494
533,Burundi,BDI,1978,17.4657497406006
534,Burundi,BDI,1980,19.170129776001
535,Burundi,BDI,1981,21.130350112915
536,Burundi,BDI,1982,24.511060714721697
537,Burundi,BDI,1983,30.7645893096924
538,Burundi,BDI,1984,35.488430023193395
539,Burundi,BDI,1985,39.65439987182621
540,Burundi,BDI,1986,41.9530181884766
541,Burundi,BDI,1987,46.7022399902344
542,Burundi,BDI,1988,48.89989852905271
543,Burundi,BDI,1993,47.7694816589355
544,Burundi,BDI,2000,40.65605926513671
545,Burundi,BDI,2001,49.2994804382324
546,Burundi,BDI,2002,48.6509208679199
547,Burundi,BDI,2003,52.0144386291504
548,Burundi,BDI,2004,53.516628265380895
549,Burundi,BDI,2005,56.4940414428711
550,Burundi,BDI,2006,72.4477310180664
551,Burundi,BDI,2007,78.99456787109379
552,Burundi,BDI,2008,88.8050994873047
553,Burundi,BDI,2009,86.9967727661133
554,Burundi,BDI,2010,91.5841293334961
555,Burundi,BDI,2013,91.0938720703125
556,Burundi,BDI,2014,95.73153686523442
557,Cambodia,KHM,1997,82.8033828735352
558,Cambodia,KHM,1998,84.6486587524414
559,Cambodia,KHM,1999,86.5765533447266
560,Cambodia,KHM,2000,92.8257598876953
561,Cambodia,KHM,2003,98.0558700561523
562,Cambodia,KHM,2006,94.8156280517578
563,Cambodia,KHM,2007,95.543830871582
564,Cambodia,KHM,2008,94.4753875732422
565,Cambodia,KHM,2010,93.2808303833008
566,Cambodia,KHM,2011,97.751106262207
567,Cambodia,KHM,2012,97.72512817382808
568,Cambodia,KHM,2014,95.00341796875
569,Cameroon,CMR,1971,62.1955986022949
570,Cameroon,CMR,1972,61.109989166259794
571,Cameroon,CMR,1973,59.362548828125
572,Cameroon,CMR,1974,57.2808685302734
573,Cameroon,CMR,1975,63.6121101379395
574,Cameroon,CMR,1976,65.0511474609375
575,Cameroon,CMR,1977,63.8005485534668
576,Cameroon,CMR,1978,65.0930709838867
577,Cameroon,CMR,1979,66.0059280395508
578,Cameroon,CMR,1980,66.2570724487305
579,Cameroon,CMR,1988,72.8300399780273
580,Cameroon,CMR,1990,72.02024841308591
581,Cameroon,CMR,1991,70.1302032470703
582,Cameroon,CMR,2008,82.5107421875
583,Cameroon,CMR,2009,85.4402236938477
584,Cameroon,CMR,2012,94.5361785888672
585,Cameroon,CMR,2014,95.1687774658203
586,Canada,CAN,1982,95.6432418823242
587,Canada,CAN,1983,95.37429809570308
588,Canada,CAN,1984,94.81063842773442
589,Canada,CAN,1985,94.6626205444336
590,Canada,CAN,1986,94.979362487793
591,Canada,CAN,1987,95.0423583984375
592,Canada,CAN,1988,95.0384902954102
593,Canada,CAN,1989,95.2747116088867
594,Canada,CAN,1990,95.2760467529297
595,Canada,CAN,1991,97.82846069335942
596,Canada,CAN,1992,97.57138061523442
597,Canada,CAN,1993,95.94381713867192
598,Canada,CAN,1994,95.3882827758789
599,Canada,CAN,1995,94.2607803344727
600,Canada,CAN,1996,95.188850402832
601,Canada,CAN,1998,98.6613616943359
602,Canada,CAN,1999,99.7825698852539
603,Canada,CAN,2000,99.9220504760742
604,Canada,CAN,2012,99.4774780273438
605,Canada,CAN,2013,99.4567413330078
606,Cape Verde,CPV,1981,89.01040649414058
607,Cape Verde,CPV,1982,87.5684127807617
608,Cape Verde,CPV,1983,84.58290100097659
609,Cape Verde,CPV,1984,91.20510864257808
610,Cape Verde,CPV,1985,94.21044158935553
611,Cape Verde,CPV,1986,95.7019195556641
612,Cape Verde,CPV,1987,97.1110992431641
613,Cape Verde,CPV,1988,99.6056137084961
614,Cape Verde,CPV,1990,99.1565093994141
615,Cape Verde,CPV,1994,99.13336181640628
616,Cape Verde,CPV,1998,99.80935668945308
617,Cape Verde,CPV,2000,97.6968002319336
618,Cape Verde,CPV,2001,95.65316772460942
619,Cape Verde,CPV,2002,95.5869903564453
620,Cape Verde,CPV,2003,95.1337738037109
621,Cape Verde,CPV,2004,93.12539672851558
622,Cape Verde,CPV,2005,93.1747512817383
