,price,item,date,year
2720,3.1500001,Vodka per nip,01-12-2020,2020
2721,5.0500002,Bottled Premium Lager,01-12-2020,2020
2722,4.9499998,Wine per serving,01-12-2020,2020
2723,3.75,Vodka per nip,01-12-2020,2020
2724,13.5,Bottle of wine,01-12-2020,2020
2725,5.0,Wine per serving,01-12-2020,2020
2726,5.4499998,Wine per serving,01-12-2020,2020
2727,4.9000001,Lager,01-12-2020,2020
2728,13.0,Bottle of Brandy,01-12-2020,2020
2729,4.8000002,Draught Bitter,01-12-2020,2020
2730,4.0999999,Draught Stout,01-12-2020,2020
2731,3.6099999,Whiskey per nip,01-12-2020,2020
2732,5.1999998,Draught Stout,01-12-2020,2020
2733,4.5,Whiskey per nip,01-12-2020,2020
2734,4.8000002,Draught Stout,01-12-2020,2020
2735,3.95,Wine per serving,01-12-2020,2020
2736,4.5,Whiskey per nip,01-12-2020,2020
2737,4.6999998,Bottled Premium Lager,01-12-2020,2020
2738,3.9000001,Bottled Premium Lager,01-12-2020,2020
2739,6.5999999,Wine per serving,01-12-2020,2020
2740,5.3000002,Draught Stout,01-12-2020,2020
2741,17.9,Bottle of wine,01-12-2020,2020
2742,5.25,Lager,01-12-2020,2020
2743,20.0,Bottle of wine,01-12-2020,2020
2744,5.5900002,Wine per serving,01-12-2020,2020
2745,4.29,Wine per serving,01-12-2020,2020
2746,22.5,Bottle of wine,01-12-2020,2020
2747,5.0,Wine per serving,01-12-2020,2020
2748,2.95,Whiskey per nip,01-12-2020,2020
2749,3.6500001,Draught Bitter,01-12-2020,2020
2750,18.950001,Bottle of wine,01-12-2020,2020
2751,4.8000002,Lager,01-12-2020,2020
2752,4.1999998,Premium Lager,01-12-2020,2020
2753,3.8,Draught Bitter,01-12-2020,2020
2754,2.75,Lager,01-12-2020,2020
2755,4.4499998,Whiskey per nip,01-12-2020,2020
2756,21.450001,Bottle of wine,01-12-2020,2020
2757,4.4000001,Draught Stout,01-12-2020,2020
2758,2.99,Premium Lager,01-12-2020,2020
2759,5.9000001,Wine per serving,01-12-2020,2020
2760,6.1999998,Premium Lager,01-12-2020,2020
2761,19.450001,Bottle of wine,01-12-2020,2020
2762,4.0,Vodka per nip,01-12-2020,2020
2763,5.0999999,Premium Lager,01-12-2020,2020
2764,3.6900001,Bottled Premium Lager,01-12-2020,2020
2765,4.6999998,Vodka per nip,01-12-2020,2020
2766,3.4000001,Whiskey per nip,01-12-2020,2020
2767,3.5999999,Bottled Premium Lager,01-12-2020,2020
2768,2.3900001,Draught Bitter,01-12-2020,2020
2769,17.790001,Bottle of wine,01-12-2020,2020
2770,19.950001,Bottle of wine,01-12-2020,2020
2771,5.4499998,Premium Lager,01-12-2020,2020
2772,2.5999999,Whiskey per nip,01-12-2020,2020
2773,18.5,Bottle of wine,01-12-2020,2020
2774,3.6500001,Lager,01-12-2020,2020
2775,3.9000001,Premium Lager,01-12-2020,2020
2776,4.4000001,Whiskey per nip,01-12-2020,2020
2777,4.5500002,Whiskey per nip,01-12-2020,2020
2778,2.6900001,Lager,01-12-2020,2020
2779,3.4000001,Whiskey per nip,01-12-2020,2020
2780,3.8,Whiskey per nip,01-12-2020,2020
2781,2.95,Wine per serving,01-12-2020,2020
2782,5.0500002,Vodka per nip,01-12-2020,2020
2783,5.0,Draught Stout,01-12-2020,2020
2784,16.49,Bottle of wine,01-12-2020,2020
2785,4.3000002,Bottled Premium Lager,01-12-2020,2020
2786,3.4000001,Vodka per nip,01-12-2020,2020
2787,25.0,Bottle of wine,01-12-2020,2020
2788,5.8000002,Premium Lager,01-12-2020,2020
2789,4.0500002,Whiskey per nip,01-12-2020,2020
2790,4.9499998,Draught Stout,01-12-2020,2020
2791,17.5,Bottle of Brandy,01-12-2020,2020
2792,4.3000002,Draught Bitter,01-12-2020,2020
2793,5.1999998,Bottled Premium Lager,01-12-2020,2020
2794,4.9499998,Lager,01-12-2020,2020
2795,3.4000001,Whiskey per nip,01-12-2020,2020
2796,4.1999998,Vodka per nip,01-12-2020,2020
2797,1.6900001,Draught Bitter,01-12-2020,2020
2798,4.79,Premium Lager,01-12-2020,2020
2799,3.5,Vodka per nip,01-12-2020,2020
2800,3.6900001,Bottled Premium Lager,01-12-2020,2020
2801,4.4499998,Whiskey per nip,01-12-2020,2020
2802,3.0,Whiskey per nip,01-12-2020,2020
2803,3.45,Draught Stout,01-12-2020,2020
2804,3.55,Bottled Premium Lager,01-12-2020,2020
2805,4.5500002,Draught Stout,01-12-2020,2020
2806,5.5999999,Bottled Premium Lager,01-12-2020,2020
2807,5.0900002,Wine per serving,01-12-2020,2020
2808,4.4499998,Vodka per nip,01-12-2020,2020
2809,3.25,Lager,01-12-2020,2020
2810,4.75,Bottled Premium Lager,01-12-2020,2020
2811,4.0999999,Lager,01-12-2020,2020
2812,26.950001,Bottle of wine,01-12-2020,2020
2813,18.0,Bottle of wine,01-12-2020,2020
2814,5.6999998,Premium Lager,01-12-2020,2020
2815,4.0999999,Draught Bitter,01-12-2020,2020
2816,5.0,Wine per serving,01-12-2020,2020
2817,3.95,Whiskey per nip,01-12-2020,2020
2818,2.6500001,Vodka per nip,01-12-2020,2020
2819,6.4499998,Wine per serving,01-12-2020,2020
2820,5.0,Lager,01-12-2020,2020
2821,5.0999999,Draught Stout,01-12-2020,2020
2822,4.9499998,Draught Stout,01-12-2020,2020
2823,4.4499998,Draught Stout,01-12-2020,2020
2824,2.99,Draught Stout,01-12-2020,2020
2825,3.45,Draught Bitter,01-12-2020,2020
2826,5.3000002,Draught Stout,01-12-2020,2020
2827,3.95,Draught Bitter,01-12-2020,2020
2828,5.25,Wine per serving,01-12-2020,2020
2829,3.9000001,Vodka per nip,01-12-2020,2020
2830,4.0999999,Draught Stout,01-12-2020,2020
2831,3.5,Bottled Premium Lager,01-12-2020,2020
2832,4.5,Bottled Premium Lager,01-12-2020,2020
2833,4.3000002,Bottled Premium Lager,01-12-2020,2020
2834,4.9000001,Whiskey per nip,01-12-2020,2020
2835,44.0,Bottle of wine,01-12-2020,2020
2836,4.29,Lager,01-12-2020,2020
2837,5.3499999,Premium Lager,01-12-2020,2020
2838,3.95,Bottled Premium Lager,01-12-2020,2020
2839,6.0500002,Premium Lager,01-12-2020,2020
2840,52.0,Bottle of wine,01-12-2020,2020
2841,4.5,Bottled Premium Lager,01-12-2020,2020
2842,4.6500001,Bottled Premium Lager,01-12-2020,2020
2843,5.5,Premium Lager,01-12-2020,2020
2844,4.5,Draught Bitter,01-12-2020,2020
2845,5.0,Whiskey per nip,01-12-2020,2020
2846,2.8,Vodka per nip,01-12-2020,2020
2847,5.1500001,Lager,01-12-2020,2020
2848,4.6999998,Vodka per nip,01-12-2020,2020
2849,13.5,Bottle of wine,01-12-2020,2020
2850,2.55,Bottled Premium Lager,01-12-2020,2020
2851,5.9499998,Wine per serving,01-12-2020,2020
2852,25.0,Bottle of wine,01-12-2020,2020
2853,4.25,Vodka per nip,01-12-2020,2020
2854,5.1999998,Whiskey per nip,01-12-2020,2020
2855,4.5,Bottled Premium Lager,01-12-2020,2020
2856,4.8000002,Premium Lager,01-12-2020,2020
2857,4.9000001,Bottled Premium Lager,01-12-2020,2020
2858,3.6500001,Vodka per nip,01-12-2020,2020
2859,4.9000001,Draught Bitter,01-12-2020,2020
2860,1.99,Draught Bitter,01-12-2020,2020
2861,4.4000001,Lager,01-12-2020,2020
2862,4.5,Premium Lager,01-12-2020,2020
2863,5.0999999,Draught Bitter,01-12-2020,2020
2864,4.3499999,Premium Lager,01-12-2020,2020
2865,4.9499998,Wine per serving,01-12-2020,2020
2866,4.0500002,Bottled Premium Lager,01-12-2020,2020
2867,4.6999998,Bottled Premium Lager,01-12-2020,2020
2868,6.1999998,Wine per serving,01-12-2020,2020
2869,4.1999998,Wine per serving,01-12-2020,2020
2870,4.8000002,Draught Stout,01-12-2020,2020
2871,4.0,Lager,01-12-2020,2020
2872,3.6500001,Whiskey per nip,01-12-2020,2020
2873,28.0,Bottle of wine,01-12-2020,2020
2874,2.9000001,Wine per serving,01-12-2020,2020
2875,20.25,Bottle of wine,01-12-2020,2020
2876,4.9000001,Draught Stout,01-12-2020,2020
2877,4.9499998,Draught Bitter,01-12-2020,2020
2878,5.5,Draught Bitter,01-12-2020,2020
2879,5.4899998,Wine per serving,01-12-2020,2020
2880,4.75,Lager,01-12-2020,2020
2881,3.8,Vodka per nip,01-12-2020,2020
2882,3.8,Draught Stout,01-12-2020,2020
2883,5.5999999,Premium Lager,01-12-2020,2020
2884,2.8,Draught Bitter,01-12-2020,2020
2885,55.0,Bottle of wine,01-12-2020,2020
2886,4.5,Draught Stout,01-12-2020,2020
2887,5.79,Wine per serving,01-12-2020,2020
2888,2.49,Draught Bitter,01-12-2020,2020
2889,19.25,Bottle of wine,01-12-2020,2020
2890,21.450001,Bottle of wine,01-12-2020,2020
2891,4.6999998,Wine per serving,01-12-2020,2020
2892,4.9000001,Bottled Premium Lager,01-12-2020,2020
2893,4.5,Vodka per nip,01-12-2020,2020
2894,5.0,Wine per serving,01-12-2020,2020
2895,4.1100001,Vodka per nip,01-12-2020,2020
2896,3.55,Vodka per nip,01-12-2020,2020
2897,4.9499998,Draught Stout,01-12-2020,2020
2898,4.9000001,Lager,01-12-2020,2020
2899,3.5,Vodka per nip,01-12-2020,2020
2900,5.4499998,Premium Lager,01-12-2020,2020
2901,20.950001,Bottle of wine,01-12-2020,2020
2902,5.4000001,Draught Stout,01-12-2020,2020
2903,5.8000002,Draught Stout,01-12-2020,2020
2904,5.75,Premium Lager,01-12-2020,2020
2905,4.79,Draught Stout,01-12-2020,2020
2906,3.5999999,Bottled Premium Lager,01-12-2020,2020
2907,13.0,Bottle of Brandy,01-12-2020,2020
2908,1.99,Draught Bitter,01-12-2020,2020
2909,3.8499999,Draught Stout,01-12-2020,2020
2910,2.99,Draught Stout,01-12-2020,2020
2911,4.3499999,Premium Lager,01-12-2020,2020
2912,4.5,Lager,01-12-2020,2020
2913,5.4000001,Lager,01-12-2020,2020
2914,5.0,Draught Stout,01-12-2020,2020
2915,4.1500001,Bottled Premium Lager,01-12-2020,2020
2916,3.6500001,Lager,01-12-2020,2020
2917,2.99,Premium Lager,01-12-2020,2020
2918,2.99,Premium Lager,01-12-2020,2020
2919,4.6500001,Vodka per nip,01-12-2020,2020
2920,4.4499998,Whiskey per nip,01-12-2020,2020
2921,11.5,Bottle of Brandy,01-01-2021,2021
2922,18.5,Bottle of Brandy,01-01-2021,2021
2923,11.5,Bottle of Brandy,01-01-2021,2021
2924,17.5,Bottle of Brandy,01-01-2021,2021
2925,20.0,Bottle of Brandy,01-01-2021,2021
2926,24.0,Bottle of Brandy,01-01-2021,2021
2927,20.0,Bottle of Brandy,01-01-2021,2021
2928,17.5,Bottle of Brandy,01-01-2021,2021
2929,17.5,Bottle of Brandy,01-01-2021,2021
2930,35.0,Bottle of Brandy,01-01-2021,2021
2931,27.5,Bottle of Brandy,01-01-2021,2021
2932,18.0,Bottle of Brandy,01-01-2021,2021
2933,17.5,Bottle of Brandy,01-01-2021,2021
2934,17.5,Bottle of Brandy,01-01-2021,2021
2935,17.5,Bottle of Brandy,01-01-2021,2021
2936,15.0,Bottle of Brandy,01-02-2021,2021
2937,17.5,Bottle of Brandy,01-02-2021,2021
2938,17.5,Bottle of Brandy,01-02-2021,2021
2939,11.5,Bottle of Brandy,01-02-2021,2021
2940,17.5,Bottle of Brandy,01-02-2021,2021
2941,17.5,Bottle of Brandy,01-02-2021,2021
2942,17.5,Bottle of Brandy,01-02-2021,2021
2943,35.0,Bottle of Brandy,01-02-2021,2021
2944,18.0,Bottle of Brandy,01-02-2021,2021
2945,27.5,Bottle of Brandy,01-02-2021,2021
2946,15.0,Bottle of Brandy,01-02-2021,2021
2947,17.5,Bottle of Brandy,01-02-2021,2021
2948,30.0,Bottle of Brandy,01-02-2021,2021
2949,15.0,Bottle of Brandy,01-03-2021,2021
2950,18.5,Bottle of Brandy,01-03-2021,2021
2951,13.0,Bottle of Brandy,01-03-2021,2021
2952,20.0,Bottle of Brandy,01-03-2021,2021
2953,17.5,Bottle of Brandy,01-03-2021,2021
2954,25.0,Bottle of Brandy,01-03-2021,2021
2955,11.5,Bottle of Brandy,01-03-2021,2021
2956,20.0,Bottle of Brandy,01-03-2021,2021
2957,28.0,Bottle of Brandy,01-03-2021,2021
2958,17.5,Bottle of Brandy,01-03-2021,2021
2959,11.5,Bottle of Brandy,01-03-2021,2021
2960,35.0,Bottle of Brandy,01-03-2021,2021
2961,15.0,Bottle of Brandy,01-03-2021,2021
2962,17.5,Bottle of Brandy,01-03-2021,2021
2963,17.5,Bottle of Brandy,01-03-2021,2021
2964,16.0,Bottle of Brandy,01-04-2021,2021
2965,30.0,Bottle of Brandy,01-04-2021,2021
2966,11.5,Bottle of Brandy,01-04-2021,2021
2967,16.0,Bottle of Brandy,01-04-2021,2021
2968,28.0,Bottle of Brandy,01-04-2021,2021
2969,17.0,Bottle of Brandy,01-04-2021,2021
2970,17.5,Bottle of Brandy,01-04-2021,2021
2971,15.0,Bottle of Brandy,01-04-2021,2021
2972,18.0,Bottle of Brandy,01-04-2021,2021
2973,28.0,Bottle of Brandy,01-04-2021,2021
2974,20.0,Bottle of Brandy,01-04-2021,2021
2975,16.0,Bottle of Brandy,01-04-2021,2021
2976,16.0,Bottle of Brandy,01-04-2021,2021
2977,13.5,Bottle of Brandy,01-04-2021,2021
2978,11.5,Bottle of Brandy,01-04-2021,2021
2979,5.1999998,Draught Stout,01-05-2021,2021
2980,5.0,Wine per serving,01-05-2021,2021
2981,5.1999998,Premium Lager,01-05-2021,2021
2982,2.8,Vodka per nip,01-05-2021,2021
2983,3.0,Whiskey per nip,01-05-2021,2021
2984,4.5,Draught Bitter,01-05-2021,2021
2985,4.5,Bottled Premium Lager,01-05-2021,2021
2986,5.8000002,Premium Lager,01-05-2021,2021
2987,4.8000002,Bottled Premium Lager,01-05-2021,2021
2988,5.0,Whiskey per nip,01-05-2021,2021
2989,19.450001,Bottle of wine,01-05-2021,2021
2990,20.0,Bottle of Brandy,01-05-2021,2021
2991,5.0,Bottled Premium Lager,01-05-2021,2021
2992,17.9,Bottle of wine,01-05-2021,2021
2993,4.0,Lager,01-05-2021,2021
2994,5.0,Lager,01-05-2021,2021
2995,5.4499998,Wine per serving,01-05-2021,2021
2996,4.0999999,Draught Bitter,01-05-2021,2021
2997,4.6999998,Vodka per nip,01-05-2021,2021
2998,3.1500001,Vodka per nip,01-05-2021,2021
2999,22.950001,Bottle of wine,01-05-2021,2021
3000,44.0,Bottle of wine,01-05-2021,2021
3001,6.0,Wine per serving,01-05-2021,2021
3002,4.5999999,Lager,01-05-2021,2021
3003,5.1999998,Whiskey per nip,01-05-2021,2021
3004,23.950001,Bottle of wine,01-05-2021,2021
3005,5.0,Lager,01-05-2021,2021
3006,3.8,Whiskey per nip,01-05-2021,2021
3007,1.99,Draught Bitter,01-05-2021,2021
3008,4.6999998,Bottled Premium Lager,01-05-2021,2021
3009,3.0,Whiskey per nip,01-05-2021,2021
3010,5.3000002,Draught Bitter,01-05-2021,2021
3011,9.1499996,Wine per serving,01-05-2021,2021
3012,3.95,Wine per serving,01-05-2021,2021
3013,5.8000002,Premium Lager,01-05-2021,2021
3014,2.5899999,Bottled Premium Lager,01-05-2021,2021
3015,4.5999999,Draught Stout,01-05-2021,2021
3016,25.0,Bottle of Brandy,01-05-2021,2021
3017,4.4000001,Draught Stout,01-05-2021,2021
3018,4.9000001,Draught Stout,01-05-2021,2021
3019,3.4000001,Whiskey per nip,01-05-2021,2021
3020,2.6500001,Vodka per nip,01-05-2021,2021
3021,18.950001,Bottle of wine,01-05-2021,2021
3022,4.5,Premium Lager,01-05-2021,2021
3023,4.0,Vodka per nip,01-05-2021,2021
3024,4.75,Wine per serving,01-05-2021,2021
3025,21.450001,Bottle of wine,01-05-2021,2021
3026,55.0,Bottle of wine,01-05-2021,2021
3027,18.0,Bottle of Brandy,01-05-2021,2021
3028,18.5,Bottle of Brandy,01-05-2021,2021
3029,23.0,Bottle of wine,01-05-2021,2021
3030,5.1999998,Premium Lager,01-05-2021,2021
3031,5.8000002,Draught Stout,01-05-2021,2021
3032,30.0,Bottle of wine,01-05-2021,2021
3033,5.3000002,Whiskey per nip,01-05-2021,2021
3034,5.0,Lager,01-05-2021,2021
3035,2.95,Wine per serving,01-05-2021,2021
3036,4.5,Draught Stout,01-05-2021,2021
3037,29.5,Bottle of wine,01-05-2021,2021
3038,8.1999998,Wine per serving,01-05-2021,2021
3039,4.0,Draught Bitter,01-05-2021,2021
3040,35.0,Bottle of Brandy,01-05-2021,2021
3041,23.99,Bottle of wine,01-05-2021,2021
3042,5.4499998,Premium Lager,01-05-2021,2021
3043,16.0,Bottle of Brandy,01-05-2021,2021
3044,34.0,Bottle of Brandy,01-05-2021,2021
3045,1.66,Whiskey per nip,01-05-2021,2021
3046,4.8000002,Bottled Premium Lager,01-05-2021,2021
3047,5.0,Wine per serving,01-05-2021,2021
3048,5.9000001,Draught Bitter,01-05-2021,2021
3049,3.5,Vodka per nip,01-05-2021,2021
3050,5.3000002,Draught Stout,01-05-2021,2021
3051,19.950001,Bottle of wine,01-05-2021,2021
3052,20.0,Bottle of wine,01-05-2021,2021
3053,3.5,Vodka per nip,01-05-2021,2021
3054,2.3900001,Lager,01-05-2021,2021
3055,4.3499999,Bottled Premium Lager,01-05-2021,2021
3056,2.5599999,Vodka per nip,01-05-2021,2021
3057,4.5,Whiskey per nip,01-05-2021,2021
3058,4.8000002,Lager,01-05-2021,2021
3059,3.5999999,Bottled Premium Lager,01-05-2021,2021
3060,2.5899999,Bottled Premium Lager,01-05-2021,2021
3061,15.29,Bottle of wine,01-05-2021,2021
3062,22.700001,Bottle of Brandy,01-05-2021,2021
3063,3.0999999,Draught Stout,01-05-2021,2021
3064,28.0,Bottle of wine,01-05-2021,2021
3065,4.5,Bottled Premium Lager,01-05-2021,2021
3066,4.75,Vodka per nip,01-05-2021,2021
3067,5.0,Wine per serving,01-05-2021,2021
3068,5.25,Wine per serving,01-05-2021,2021
3069,4.5999999,Premium Lager,01-05-2021,2021
3070,19.0,Bottle of Brandy,01-05-2021,2021
3071,3.8,Vodka per nip,01-05-2021,2021
3072,4.8000002,Bottled Premium Lager,01-05-2021,2021
3073,2.3900001,Lager,01-05-2021,2021
3074,4.5,Lager,01-05-2021,2021
3075,5.5999999,Premium Lager,01-05-2021,2021
3076,4.9499998,Wine per serving,01-05-2021,2021
3077,4.5,Draught Stout,01-05-2021,2021
3078,3.95,Bottled Premium Lager,01-05-2021,2021
3079,5.5999999,Premium Lager,01-05-2021,2021
3080,4.1999998,Whiskey per nip,01-05-2021,2021
3081,4.6999998,Premium Lager,01-05-2021,2021
3082,4.0,Lager,01-05-2021,2021
3083,5.6999998,Draught Stout,01-05-2021,2021
3084,3.0999999,Premium Lager,01-05-2021,2021
3085,25.0,Bottle of wine,01-05-2021,2021
3086,5.4000001,Bottled Premium Lager,01-05-2021,2021
3087,1.99,Draught Bitter,01-05-2021,2021
3088,17.389999,Bottle of wine,01-05-2021,2021
3089,5.0,Lager,01-06-2021,2021
3090,4.0,Draught Bitter,01-06-2021,2021
3091,5.3000002,Draught Stout,01-06-2021,2021
3092,5.1999998,Premium Lager,01-06-2021,2021
3093,4.0,Draught Stout,01-06-2021,2021
3094,6.3499999,Premium Lager,01-06-2021,2021
3095,17.9,Bottle of wine,01-06-2021,2021
3096,14.0,Bottle of Brandy,01-06-2021,2021
3097,5.8000002,Draught Stout,01-06-2021,2021
3098,5.3000002,Draught Stout,01-06-2021,2021
3099,3.0999999,Draught Stout,01-06-2021,2021
3100,15.0,Bottle of Brandy,01-06-2021,2021
3101,5.1999998,Draught Stout,01-06-2021,2021
3102,3.8499999,Whiskey per nip,01-06-2021,2021
3103,4.3499999,Vodka per nip,01-06-2021,2021
3104,4.75,Premium Lager,01-06-2021,2021
3105,4.0999999,Vodka per nip,01-06-2021,2021
3106,4.6999998,Whiskey per nip,01-06-2021,2021
3107,5.3000002,Premium Lager,01-06-2021,2021
3108,5.0,Draught Stout,01-06-2021,2021
3109,3.5,Vodka per nip,01-06-2021,2021
3110,5.0500002,Whiskey per nip,01-06-2021,2021
3111,5.8000002,Wine per serving,01-06-2021,2021
3112,3.0,Whiskey per nip,01-06-2021,2021
3113,5.25,Bottled Premium Lager,01-06-2021,2021
3114,2.3900001,Lager,01-06-2021,2021
3115,3.3,Whiskey per nip,01-06-2021,2021
3116,3.5,Bottled Premium Lager,01-06-2021,2021
3117,2.99,Premium Lager,01-06-2021,2021
3118,38.0,Bottle of wine,01-06-2021,2021
3119,4.0,Whiskey per nip,01-06-2021,2021
3120,4.75,Lager,01-06-2021,2021
3121,6.5999999,Wine per serving,01-06-2021,2021
3122,17.389999,Bottle of wine,01-06-2021,2021
3123,6.0999999,Premium Lager,01-06-2021,2021
3124,1.99,Draught Bitter,01-06-2021,2021
3125,2.8,Draught Bitter,01-06-2021,2021
3126,5.4000001,Premium Lager,01-06-2021,2021
3127,5.5500002,Premium Lager,01-06-2021,2021
3128,4.8000002,Bottled Premium Lager,01-06-2021,2021
3129,16.0,Bottle of Brandy,01-06-2021,2021
3130,5.9000001,Premium Lager,01-06-2021,2021
3131,5.9000001,Draught Bitter,01-06-2021,2021
3132,3.4000001,Whiskey per nip,01-06-2021,2021
3133,5.0,Wine per serving,01-06-2021,2021
3134,4.5999999,Draught Bitter,01-06-2021,2021
3135,4.8000002,Lager,01-06-2021,2021
3136,4.5,Whiskey per nip,01-06-2021,2021
3137,23.99,Bottle of wine,01-06-2021,2021
3138,3.0999999,Draught Stout,01-06-2021,2021
3139,4.75,Bottled Premium Lager,01-06-2021,2021
3140,20.0,Bottle of wine,01-06-2021,2021
3141,4.5500002,Draught Bitter,01-06-2021,2021
3142,4.5,Draught Bitter,01-06-2021,2021
3143,5.1999998,Whiskey per nip,01-06-2021,2021
3144,2.5599999,Vodka per nip,01-06-2021,2021
3145,6.0,Wine per serving,01-06-2021,2021
3146,22.950001,Bottle of wine,01-06-2021,2021
3147,4.29,Wine per serving,01-06-2021,2021
3148,4.1999998,Whiskey per nip,01-06-2021,2021
3149,5.25,Lager,01-06-2021,2021
3150,19.0,Bottle of Brandy,01-06-2021,2021
3151,2.6500001,Vodka per nip,01-06-2021,2021
3152,4.3499999,Bottled Premium Lager,01-06-2021,2021
3153,3.8499999,Draught Stout,01-06-2021,2021
3154,5.4499998,Wine per serving,01-06-2021,2021
3155,21.450001,Bottle of wine,01-06-2021,2021
3156,5.6500001,Draught Stout,01-06-2021,2021
3157,6.0,Premium Lager,01-06-2021,2021
3158,17.389999,Bottle of wine,01-06-2021,2021
3159,5.0,Whiskey per nip,01-06-2021,2021
3160,4.6999998,Vodka per nip,01-06-2021,2021
3161,3.75,Draught Bitter,01-06-2021,2021
3162,4.0,Lager,01-06-2021,2021
3163,22.5,Bottle of wine,01-06-2021,2021
3164,4.5,Draught Stout,01-06-2021,2021
3165,3.5,Premium Lager,01-06-2021,2021
3166,19.950001,Bottle of wine,01-06-2021,2021
3167,4.0,Bottled Premium Lager,01-06-2021,2021
3168,5.1999998,Lager,01-06-2021,2021
3169,3.0999999,Premium Lager,01-06-2021,2021
3170,4.4499998,Vodka per nip,01-06-2021,2021
3171,6.5999999,Wine per serving,01-06-2021,2021
3172,4.9499998,Wine per serving,01-06-2021,2021
3173,4.5,Draught Stout,01-06-2021,2021
3174,5.0500002,Draught Bitter,01-06-2021,2021
3175,3.5999999,Bottled Premium Lager,01-06-2021,2021
3176,5.8000002,Draught Stout,01-06-2021,2021
3177,4.5999999,Lager,01-06-2021,2021
3178,4.8499999,Draught Bitter,01-06-2021,2021
3179,8.0500002,Wine per serving,01-06-2021,2021
3180,1.66,Whiskey per nip,01-06-2021,2021
3181,5.3499999,Lager,01-06-2021,2021
3182,5.1500001,Draught Stout,01-06-2021,2021
3183,3.95,Bottled Premium Lager,01-06-2021,2021
3184,28.0,Bottle of Brandy,01-06-2021,2021
3185,4.8000002,Bottled Premium Lager,01-06-2021,2021
3186,4.8000002,Premium Lager,01-06-2021,2021
3187,3.25,Lager,01-06-2021,2021
3188,5.0,Lager,01-06-2021,2021
3189,17.4,Bottle of wine,01-06-2021,2021
3190,3.5,Whiskey per nip,01-06-2021,2021
3191,5.25,Wine per serving,01-06-2021,2021
3192,2.95,Wine per serving,01-06-2021,2021
3193,2.75,Whiskey per nip,01-06-2021,2021
3194,30.0,Bottle of wine,01-06-2021,2021
3195,3.3,Vodka per nip,01-06-2021,2021
3196,11.5,Bottle of Brandy,01-06-2021,2021
3197,5.0,Lager,01-06-2021,2021
3198,5.5999999,Premium Lager,01-06-2021,2021
3199,5.1999998,Premium Lager,01-06-2021,2021
3200,3.95,Wine per serving,01-06-2021,2021
3201,2.3900001,Lager,01-06-2021,2021
3202,6.25,Premium Lager,01-06-2021,2021
3203,5.0,Lager,01-06-2021,2021
3204,3.0,Whiskey per nip,01-06-2021,2021
3205,5.0999999,Lager,01-06-2021,2021
3206,28.0,Bottle of wine,01-06-2021,2021
3207,4.4499998,Whiskey per nip,01-06-2021,2021
3208,17.389999,Bottle of wine,01-06-2021,2021
3209,6.3000002,Premium Lager,01-06-2021,2021
3210,4.75,Vodka per nip,01-06-2021,2021
3211,5.4000001,Vodka per nip,01-06-2021,2021
3212,5.3000002,Whiskey per nip,01-06-2021,2021
3213,4.5,Bottled Premium Lager,01-06-2021,2021
