,country,Year,democracy score,years of schooling
12462,Cuba,1889,0.071,5.41
12463,Cuba,1890,0.071,5.41
12464,Cuba,1891,0.071,5.41
12465,Cuba,1892,0.071,5.41
12466,Cuba,1893,0.071,5.41
12467,Cuba,1894,0.071,5.41
12468,Cuba,1895,0.062,5.41
12469,Cuba,1896,0.062,5.41
12470,Cuba,1897,0.062,5.41
12471,Cuba,1898,0.062,5.41
12472,Cuba,1899,0.148,5.41
12473,Cuba,1900,0.182,5.41
12474,Cuba,1901,0.21,5.41
12475,Cuba,1902,0.292,5.41
12476,Cuba,1903,0.327,5.41
12477,Cuba,1904,0.321,5.41
12478,Cuba,1905,0.319,5.41
12479,Cuba,1906,0.281,5.41
12480,Cuba,1907,0.194,5.41
12481,Cuba,1908,0.199,5.41
12482,Cuba,1909,0.302,5.41
12483,Cuba,1910,0.309,5.41
12484,Cuba,1911,0.318,5.41
12485,Cuba,1912,0.315,5.41
12486,Cuba,1913,0.313,5.41
12487,Cuba,1914,0.314,5.41
12488,Cuba,1915,0.32,5.41
12489,Cuba,1916,0.32,5.41
12490,Cuba,1917,0.321,5.41
12491,Cuba,1918,0.321,5.41
12492,Cuba,1919,0.317,5.41
12493,Cuba,1920,0.317,5.41
12494,Cuba,1921,0.32,5.41
12495,Cuba,1922,0.32,5.41
12496,Cuba,1923,0.317,5.41
12497,Cuba,1924,0.317,5.41
12498,Cuba,1925,0.315,5.41
12499,Cuba,1926,0.314,5.41
12500,Cuba,1927,0.305,5.41
12501,Cuba,1928,0.298,5.41
12502,Cuba,1929,0.283,5.41
12503,Cuba,1930,0.282,5.41
12504,Cuba,1931,0.275,5.41
12505,Cuba,1932,0.275,5.41
12506,Cuba,1933,0.24,5.41
12507,Cuba,1934,0.187,5.41
12508,Cuba,1935,0.188,5.41
12509,Cuba,1936,0.303,5.41
12510,Cuba,1937,0.325,5.41
12511,Cuba,1938,0.322,5.41
12512,Cuba,1939,0.322,5.41
12513,Cuba,1940,0.33,5.41
12514,Cuba,1941,0.433,5.41
12515,Cuba,1942,0.425,5.41
12516,Cuba,1943,0.423,5.41
12517,Cuba,1944,0.428,5.41
12518,Cuba,1945,0.431,5.41
12519,Cuba,1946,0.43,5.41
12520,Cuba,1947,0.429,5.41
12521,Cuba,1948,0.429,5.41
12522,Cuba,1949,0.428,5.41
12523,Cuba,1950,0.422,5.41
12524,Cuba,1951,0.41,5.41
12525,Cuba,1952,0.237,5.41
12526,Cuba,1953,0.189,5.41
12527,Cuba,1954,0.192,5.41
12528,Cuba,1955,0.266,5.41
12529,Cuba,1956,0.277,5.41
12530,Cuba,1957,0.275,5.41
12531,Cuba,1958,0.275,5.41
12532,Cuba,1959,0.14,5.41
12533,Cuba,1960,0.088,5.41
12534,Cuba,1961,0.07,5.41
12535,Cuba,1962,0.069,5.41
12536,Cuba,1963,0.069,5.41
12537,Cuba,1964,0.069,5.41
12538,Cuba,1965,0.069,5.41
12539,Cuba,1966,0.069,5.41
12540,Cuba,1967,0.069,5.41
12541,Cuba,1968,0.069,5.41
12542,Cuba,1969,0.069,5.41
12543,Cuba,1970,0.069,5.41
12544,Cuba,1971,0.069,5.41
12545,Cuba,1972,0.069,5.41
12546,Cuba,1973,0.069,5.41
12547,Cuba,1974,0.069,5.41
12548,Cuba,1975,0.069,5.41
12549,Cuba,1976,0.069,5.41
12550,Cuba,1977,0.069,5.41
12551,Cuba,1978,0.069,5.41
12552,Cuba,1979,0.069,5.41
12553,Cuba,1980,0.071,5.41
12554,Cuba,1981,0.071,5.41
12555,Cuba,1982,0.071,5.41
12556,Cuba,1983,0.071,5.41
12557,Cuba,1984,0.071,5.41
12558,Cuba,1985,0.071,5.41
12559,Cuba,1986,0.071,5.41
12560,Cuba,1987,0.071,5.41
12561,Cuba,1988,0.071,5.41
12562,Cuba,1989,0.071,5.41
12563,Cuba,1990,0.071,5.41
12564,Cuba,1991,0.071,5.41
12565,Cuba,1992,0.071,5.41
12566,Cuba,1993,0.104,5.41
12567,Cuba,1994,0.109,5.41
12568,Cuba,1995,0.109,5.41
12569,Cuba,1996,0.109,5.41
12570,Cuba,1997,0.109,5.41
12571,Cuba,1998,0.116,5.41
12572,Cuba,1999,0.116,5.41
12573,Cuba,2000,0.116,5.41
12574,Cuba,2001,0.116,5.41
12575,Cuba,2002,0.116,5.41
12576,Cuba,2003,0.115,5.41
12577,Cuba,2004,0.115,5.41
12578,Cuba,2005,0.115,5.41
12579,Cuba,2006,0.115,5.41
12580,Cuba,2007,0.115,5.41
12581,Cuba,2008,0.171,5.41
12582,Cuba,2009,0.17,5.41
12583,Cuba,2010,0.17,5.41
12584,Cuba,2011,0.17,5.41
12585,Cuba,2012,0.17,5.41
12586,Cuba,2013,0.174,5.41
12587,Cuba,2014,0.174,5.41
12588,Cuba,2015,0.174,5.41
12589,Cuba,2016,0.175,5.41
12590,Cuba,2017,0.175,5.41
12591,Cuba,2018,0.182,5.41
12592,Cuba,2019,0.182,5.41
12593,Cuba,2020,0.182,5.41
12594,Cuba,2021,0.181,5.41
12703,Cyprus,1900,0.088,6.36
12704,Cyprus,1901,0.088,6.36
12705,Cyprus,1902,0.088,6.36
12706,Cyprus,1903,0.088,6.36
12707,Cyprus,1904,0.088,6.36
12708,Cyprus,1905,0.092,6.36
12709,Cyprus,1906,0.092,6.36
12710,Cyprus,1907,0.088,6.36
12711,Cyprus,1908,0.088,6.36
12712,Cyprus,1909,0.088,6.36
12713,Cyprus,1910,0.088,6.36
12714,Cyprus,1911,0.088,6.36
12715,Cyprus,1912,0.088,6.36
12716,Cyprus,1913,0.088,6.36
12717,Cyprus,1914,0.088,6.36
12718,Cyprus,1915,0.088,6.36
12719,Cyprus,1916,0.088,6.36
12720,Cyprus,1917,0.088,6.36
12721,Cyprus,1918,0.088,6.36
12722,Cyprus,1919,0.088,6.36
12723,Cyprus,1920,0.088,6.36
12724,Cyprus,1921,0.088,6.36
12725,Cyprus,1922,0.088,6.36
12726,Cyprus,1923,0.088,6.36
12727,Cyprus,1924,0.088,6.36
12728,Cyprus,1925,0.088,6.36
12729,Cyprus,1926,0.088,6.36
12730,Cyprus,1927,0.088,6.36
12731,Cyprus,1928,0.088,6.36
12732,Cyprus,1929,0.088,6.36
12733,Cyprus,1930,0.088,6.36
12734,Cyprus,1931,0.082,6.36
12735,Cyprus,1932,0.081,6.36
12736,Cyprus,1933,0.081,6.36
12737,Cyprus,1934,0.081,6.36
12738,Cyprus,1935,0.081,6.36
12739,Cyprus,1936,0.081,6.36
12740,Cyprus,1937,0.081,6.36
12741,Cyprus,1938,0.081,6.36
12742,Cyprus,1939,0.081,6.36
12743,Cyprus,1940,0.08,6.36
12744,Cyprus,1941,0.086,6.36
12745,Cyprus,1942,0.088,6.36
12746,Cyprus,1943,0.088,6.36
12747,Cyprus,1944,0.088,6.36
12748,Cyprus,1945,0.088,6.36
12749,Cyprus,1946,0.09,6.36
12750,Cyprus,1947,0.09,6.36
12751,Cyprus,1948,0.09,6.36
12752,Cyprus,1949,0.09,6.36
12753,Cyprus,1950,0.089,6.36
12754,Cyprus,1951,0.089,6.36
12755,Cyprus,1952,0.089,6.36
12756,Cyprus,1953,0.089,6.36
12757,Cyprus,1954,0.089,6.36
12758,Cyprus,1955,0.086,6.36
12759,Cyprus,1956,0.084,6.36
12760,Cyprus,1957,0.084,6.36
12761,Cyprus,1958,0.084,6.36
12762,Cyprus,1959,0.088,6.36
12763,Cyprus,1960,0.282,6.36
12764,Cyprus,1961,0.468,6.36
12765,Cyprus,1962,0.471,6.36
12766,Cyprus,1963,0.471,6.36
12767,Cyprus,1964,0.469,6.36
12768,Cyprus,1965,0.469,6.36
12769,Cyprus,1966,0.469,6.36
12770,Cyprus,1967,0.469,6.36
12771,Cyprus,1968,0.468,6.36
12772,Cyprus,1969,0.468,6.36
12773,Cyprus,1970,0.482,6.36
12774,Cyprus,1971,0.496,6.36
12775,Cyprus,1972,0.496,6.36
12776,Cyprus,1973,0.496,6.36
12777,Cyprus,1974,0.499,6.36
12778,Cyprus,1975,0.534,6.36
12779,Cyprus,1976,0.551,6.36
12780,Cyprus,1977,0.583,6.36
12781,Cyprus,1978,0.583,6.36
12782,Cyprus,1979,0.583,6.36
12783,Cyprus,1980,0.599,6.36
12784,Cyprus,1981,0.64,6.36
12785,Cyprus,1982,0.671,6.36
12786,Cyprus,1983,0.697,6.36
12787,Cyprus,1984,0.701,6.36
12788,Cyprus,1985,0.701,6.36
12789,Cyprus,1986,0.704,6.36
12790,Cyprus,1987,0.704,6.36
12791,Cyprus,1988,0.715,6.36
12792,Cyprus,1989,0.731,6.36
12793,Cyprus,1990,0.755,6.36
12794,Cyprus,1991,0.772,6.36
12795,Cyprus,1992,0.782,6.36
12796,Cyprus,1993,0.776,6.36
12797,Cyprus,1994,0.776,6.36
12798,Cyprus,1995,0.776,6.36
12799,Cyprus,1996,0.78,6.36
12800,Cyprus,1997,0.783,6.36
12801,Cyprus,1998,0.765,6.36
12802,Cyprus,1999,0.768,6.36
12803,Cyprus,2000,0.797,6.36
12804,Cyprus,2001,0.804,6.36
12805,Cyprus,2002,0.81,6.36
12806,Cyprus,2003,0.806,6.36
12807,Cyprus,2004,0.832,6.36
12808,Cyprus,2005,0.832,6.36
12809,Cyprus,2006,0.841,6.36
12810,Cyprus,2007,0.848,6.36
12811,Cyprus,2008,0.845,6.36
12812,Cyprus,2009,0.846,6.36
12813,Cyprus,2010,0.851,6.36
12814,Cyprus,2011,0.854,6.36
12815,Cyprus,2012,0.853,6.36
12816,Cyprus,2013,0.854,6.36
12817,Cyprus,2014,0.852,6.36
12818,Cyprus,2015,0.853,6.36
12819,Cyprus,2016,0.856,6.36
12820,Cyprus,2017,0.852,6.36
12821,Cyprus,2018,0.842,6.36
12822,Cyprus,2019,0.85,6.36
12823,Cyprus,2020,0.819,6.36
12824,Cyprus,2021,0.816,6.36
12962,Czechia,1789,0.042,8.45
12963,Czechia,1790,0.042,8.45
12964,Czechia,1791,0.042,8.45
12965,Czechia,1792,0.042,8.45
12966,Czechia,1793,0.04,8.45
12967,Czechia,1794,0.036,8.45
12968,Czechia,1795,0.036,8.45
12969,Czechia,1796,0.036,8.45
12970,Czechia,1797,0.036,8.45
12971,Czechia,1798,0.036,8.45
12972,Czechia,1799,0.036,8.45
12973,Czechia,1800,0.036,8.45
12974,Czechia,1801,0.036,8.45
12975,Czechia,1802,0.036,8.45
12976,Czechia,1803,0.036,8.45
12977,Czechia,1804,0.036,8.45
12978,Czechia,1805,0.036,8.45
12979,Czechia,1806,0.036,8.45
12980,Czechia,1807,0.036,8.45
12981,Czechia,1808,0.036,8.45
12982,Czechia,1809,0.036,8.45
12983,Czechia,1810,0.036,8.45
12984,Czechia,1811,0.036,8.45
12985,Czechia,1812,0.036,8.45
12986,Czechia,1813,0.03,8.45
12987,Czechia,1814,0.03,8.45
12988,Czechia,1815,0.027,8.45
12989,Czechia,1816,0.027,8.45
12990,Czechia,1817,0.027,8.45
12991,Czechia,1818,0.027,8.45
12992,Czechia,1819,0.027,8.45
12993,Czechia,1820,0.027,8.45
12994,Czechia,1821,0.027,8.45
12995,Czechia,1822,0.027,8.45
12996,Czechia,1823,0.027,8.45
12997,Czechia,1824,0.027,8.45
12998,Czechia,1825,0.027,8.45
12999,Czechia,1826,0.027,8.45
13000,Czechia,1827,0.027,8.45
13001,Czechia,1828,0.027,8.45
13002,Czechia,1829,0.027,8.45
13003,Czechia,1830,0.027,8.45
13004,Czechia,1831,0.027,8.45
13005,Czechia,1832,0.027,8.45
13006,Czechia,1833,0.027,8.45
13007,Czechia,1834,0.027,8.45
13008,Czechia,1835,0.027,8.45
13009,Czechia,1836,0.027,8.45
13010,Czechia,1837,0.027,8.45
13011,Czechia,1838,0.027,8.45
13012,Czechia,1839,0.027,8.45
13013,Czechia,1840,0.027,8.45
13014,Czechia,1841,0.027,8.45
13015,Czechia,1842,0.027,8.45
13016,Czechia,1843,0.027,8.45
13017,Czechia,1844,0.027,8.45
13018,Czechia,1845,0.027,8.45
13019,Czechia,1846,0.027,8.45
13020,Czechia,1847,0.027,8.45
13021,Czechia,1849,0.188,8.45
13022,Czechia,1850,0.142,8.45
13023,Czechia,1851,0.034,8.45
13024,Czechia,1852,0.034,8.45
13025,Czechia,1853,0.034,8.45
13026,Czechia,1854,0.034,8.45
13027,Czechia,1855,0.034,8.45
13028,Czechia,1856,0.034,8.45
13029,Czechia,1857,0.034,8.45
13030,Czechia,1858,0.034,8.45
13031,Czechia,1859,0.034,8.45
13032,Czechia,1860,0.037,8.45
13033,Czechia,1861,0.048,8.45
13034,Czechia,1862,0.048,8.45
13035,Czechia,1863,0.048,8.45
13036,Czechia,1864,0.048,8.45
13037,Czechia,1865,0.048,8.45
13038,Czechia,1866,0.048,8.45
13039,Czechia,1867,0.192,8.45
13040,Czechia,1868,0.195,8.45
13041,Czechia,1869,0.195,8.45
13042,Czechia,1870,0.208,8.45
13043,Czechia,1871,0.203,8.45
13044,Czechia,1872,0.203,8.45
13045,Czechia,1873,0.216,8.45
13046,Czechia,1874,0.216,8.45
13047,Czechia,1875,0.21,8.45
13048,Czechia,1876,0.21,8.45
13049,Czechia,1877,0.21,8.45
13050,Czechia,1878,0.21,8.45
13051,Czechia,1879,0.213,8.45
13052,Czechia,1880,0.213,8.45
13053,Czechia,1881,0.213,8.45
13054,Czechia,1882,0.213,8.45
13055,Czechia,1883,0.213,8.45
13056,Czechia,1884,0.213,8.45
13057,Czechia,1885,0.203,8.45
13058,Czechia,1886,0.203,8.45
13059,Czechia,1887,0.203,8.45
13060,Czechia,1888,0.216,8.45
13061,Czechia,1889,0.251,8.45
13062,Czechia,1890,0.258,8.45
13063,Czechia,1891,0.247,8.45
13064,Czechia,1892,0.247,8.45
13065,Czechia,1893,0.247,8.45
13066,Czechia,1894,0.247,8.45
13067,Czechia,1895,0.247,8.45
13068,Czechia,1896,0.247,8.45
13069,Czechia,1897,0.262,8.45
13070,Czechia,1898,0.262,8.45
13071,Czechia,1899,0.262,8.45
13072,Czechia,1900,0.254,8.45
13073,Czechia,1901,0.254,8.45
13074,Czechia,1902,0.254,8.45
13075,Czechia,1903,0.254,8.45
13076,Czechia,1904,0.254,8.45
13077,Czechia,1905,0.254,8.45
13078,Czechia,1906,0.254,8.45
13079,Czechia,1907,0.27,8.45
13080,Czechia,1908,0.268,8.45
13081,Czechia,1909,0.268,8.45
13082,Czechia,1910,0.268,8.45
13083,Czechia,1911,0.269,8.45
13084,Czechia,1912,0.27,8.45
13085,Czechia,1913,0.27,8.45
13086,Czechia,1914,0.253,8.45
13087,Czechia,1915,0.253,8.45
13088,Czechia,1916,0.253,8.45
13089,Czechia,1917,0.253,8.45
13090,Czechia,1918,0.304,8.45
13091,Czechia,1919,0.304,8.45
13092,Czechia,1920,0.648,8.45
13093,Czechia,1921,0.797,8.45
13094,Czechia,1922,0.799,8.45
13095,Czechia,1923,0.799,8.45
13096,Czechia,1924,0.799,8.45
13097,Czechia,1925,0.8,8.45
13098,Czechia,1926,0.81,8.45
13099,Czechia,1927,0.81,8.45
13100,Czechia,1928,0.81,8.45
13101,Czechia,1929,0.81,8.45
13102,Czechia,1930,0.792,8.45
13103,Czechia,1931,0.784,8.45
13104,Czechia,1932,0.784,8.45
13105,Czechia,1933,0.775,8.45
13106,Czechia,1934,0.765,8.45
13107,Czechia,1935,0.763,8.45
13108,Czechia,1936,0.768,8.45
13109,Czechia,1937,0.768,8.45
13110,Czechia,1938,0.721,8.45
13111,Czechia,1939,0.155,8.45
13112,Czechia,1940,0.068,8.45
13113,Czechia,1941,0.068,8.45
13114,Czechia,1942,0.068,8.45
13115,Czechia,1943,0.068,8.45
13116,Czechia,1944,0.068,8.45
13117,Czechia,1945,0.106,8.45
13118,Czechia,1946,0.198,8.45
13119,Czechia,1947,0.237,8.45
13120,Czechia,1948,0.155,8.45
13121,Czechia,1949,0.187,8.45
13122,Czechia,1950,0.187,8.45
13123,Czechia,1951,0.187,8.45
13124,Czechia,1952,0.187,8.45
13125,Czechia,1953,0.124,8.45
13126,Czechia,1954,0.127,8.45
13127,Czechia,1955,0.13,8.45
13128,Czechia,1956,0.13,8.45
13129,Czechia,1957,0.13,8.45
13130,Czechia,1958,0.194,8.45
13131,Czechia,1959,0.194,8.45
13132,Czechia,1960,0.194,8.45
13133,Czechia,1961,0.195,8.45
13134,Czechia,1962,0.196,8.45
13135,Czechia,1963,0.196,8.45
13136,Czechia,1964,0.197,8.45
13137,Czechia,1965,0.197,8.45
13138,Czechia,1966,0.197,8.45
13139,Czechia,1967,0.199,8.45
13140,Czechia,1968,0.153,8.45
13141,Czechia,1969,0.14,8.45
13142,Czechia,1970,0.132,8.45
13143,Czechia,1971,0.132,8.45
13144,Czechia,1972,0.132,8.45
13145,Czechia,1973,0.134,8.45
13146,Czechia,1974,0.134,8.45
13147,Czechia,1975,0.134,8.45
13148,Czechia,1976,0.197,8.45
13149,Czechia,1977,0.196,8.45
13150,Czechia,1978,0.196,8.45
13151,Czechia,1979,0.196,8.45
13152,Czechia,1980,0.196,8.45
13153,Czechia,1981,0.196,8.45
13154,Czechia,1982,0.196,8.45
13155,Czechia,1983,0.196,8.45
13156,Czechia,1984,0.196,8.45
13157,Czechia,1985,0.196,8.45
13158,Czechia,1986,0.197,8.45
13159,Czechia,1987,0.135,8.45
13160,Czechia,1988,0.135,8.45
13161,Czechia,1989,0.142,8.45
13162,Czechia,1990,0.651,8.45
13163,Czechia,1991,0.889,8.45
13164,Czechia,1992,0.891,8.45
13165,Czechia,1993,0.9,8.45
13166,Czechia,1994,0.9,8.45
13167,Czechia,1995,0.9,8.45
13168,Czechia,1996,0.9,8.45
13169,Czechia,1997,0.901,8.45
13170,Czechia,1998,0.889,8.45
13171,Czechia,1999,0.88,8.45
13172,Czechia,2000,0.88,8.45
13173,Czechia,2001,0.88,8.45
13174,Czechia,2002,0.89,8.45
13175,Czechia,2003,0.898,8.45
13176,Czechia,2004,0.9,8.45
13177,Czechia,2005,0.9,8.45
13178,Czechia,2006,0.904,8.45
13179,Czechia,2007,0.907,8.45
13180,Czechia,2008,0.907,8.45
13181,Czechia,2009,0.896,8.45
13182,Czechia,2010,0.892,8.45
13183,Czechia,2011,0.896,8.45
13184,Czechia,2012,0.896,8.45
13185,Czechia,2013,0.868,8.45
13186,Czechia,2014,0.857,8.45
13187,Czechia,2015,0.857,8.45
13188,Czechia,2016,0.857,8.45
13189,Czechia,2017,0.851,8.45
13190,Czechia,2018,0.818,8.45
13191,Czechia,2019,0.808,8.45
13192,Czechia,2020,0.805,8.45
13193,Czechia,2021,0.805,8.45
13232,Democratic Republic of Congo,1900,0.006,1.32
13233,Democratic Republic of Congo,1901,0.006,1.32
13234,Democratic Republic of Congo,1902,0.006,1.32
13235,Democratic Republic of Congo,1903,0.006,1.32
13236,Democratic Republic of Congo,1904,0.006,1.32
13237,Democratic Republic of Congo,1905,0.006,1.32
13238,Democratic Republic of Congo,1906,0.006,1.32
13239,Democratic Republic of Congo,1907,0.006,1.32
13240,Democratic Republic of Congo,1908,0.006,1.32
13241,Democratic Republic of Congo,1909,0.007,1.32
13242,Democratic Republic of Congo,1910,0.007,1.32
13243,Democratic Republic of Congo,1911,0.007,1.32
13244,Democratic Republic of Congo,1912,0.007,1.32
13245,Democratic Republic of Congo,1913,0.007,1.32
13246,Democratic Republic of Congo,1914,0.007,1.32
13247,Democratic Republic of Congo,1915,0.007,1.32
13248,Democratic Republic of Congo,1916,0.007,1.32
13249,Democratic Republic of Congo,1917,0.007,1.32
13250,Democratic Republic of Congo,1918,0.007,1.32
13251,Democratic Republic of Congo,1919,0.007,1.32
13252,Democratic Republic of Congo,1920,0.011,1.32
13253,Democratic Republic of Congo,1921,0.011,1.32
13254,Democratic Republic of Congo,1922,0.011,1.32
13255,Democratic Republic of Congo,1923,0.011,1.32
13256,Democratic Republic of Congo,1924,0.011,1.32
13257,Democratic Republic of Congo,1925,0.011,1.32
13258,Democratic Republic of Congo,1926,0.011,1.32
13259,Democratic Republic of Congo,1927,0.011,1.32
13260,Democratic Republic of Congo,1928,0.011,1.32
13261,Democratic Republic of Congo,1929,0.011,1.32
13262,Democratic Republic of Congo,1930,0.011,1.32
13263,Democratic Republic of Congo,1931,0.011,1.32
13264,Democratic Republic of Congo,1932,0.011,1.32
13265,Democratic Republic of Congo,1933,0.011,1.32
13266,Democratic Republic of Congo,1934,0.011,1.32
13267,Democratic Republic of Congo,1935,0.011,1.32
13268,Democratic Republic of Congo,1936,0.011,1.32
13269,Democratic Republic of Congo,1937,0.011,1.32
13270,Democratic Republic of Congo,1938,0.011,1.32
13271,Democratic Republic of Congo,1939,0.011,1.32
13272,Democratic Republic of Congo,1940,0.011,1.32
13273,Democratic Republic of Congo,1941,0.011,1.32
13274,Democratic Republic of Congo,1942,0.011,1.32
13275,Democratic Republic of Congo,1943,0.011,1.32
13276,Democratic Republic of Congo,1944,0.011,1.32
13277,Democratic Republic of Congo,1945,0.011,1.32
13278,Democratic Republic of Congo,1946,0.011,1.32
13279,Democratic Republic of Congo,1947,0.011,1.32
13280,Democratic Republic of Congo,1948,0.011,1.32
13281,Democratic Republic of Congo,1949,0.011,1.32
13282,Democratic Republic of Congo,1950,0.009,1.32
13283,Democratic Republic of Congo,1951,0.01,1.32
13284,Democratic Republic of Congo,1952,0.01,1.32
13285,Democratic Republic of Congo,1953,0.01,1.32
13286,Democratic Republic of Congo,1954,0.01,1.32
13287,Democratic Republic of Congo,1955,0.022,1.32
13288,Democratic Republic of Congo,1956,0.022,1.32
13289,Democratic Republic of Congo,1957,0.026,1.32
13290,Democratic Republic of Congo,1958,0.037,1.32
13291,Democratic Republic of Congo,1959,0.042,1.32
13292,Democratic Republic of Congo,1960,0.302,1.32
13293,Democratic Republic of Congo,1961,0.296,1.32
13294,Democratic Republic of Congo,1962,0.295,1.32
13295,Democratic Republic of Congo,1963,0.295,1.32
13296,Democratic Republic of Congo,1964,0.295,1.32
13297,Democratic Republic of Congo,1965,0.207,1.32
13298,Democratic Republic of Congo,1966,0.095,1.32
13299,Democratic Republic of Congo,1967,0.107,1.32
13300,Democratic Republic of Congo,1968,0.105,1.32
13301,Democratic Republic of Congo,1969,0.105,1.32
13302,Democratic Republic of Congo,1970,0.111,1.32
13303,Democratic Republic of Congo,1971,0.148,1.32
13304,Democratic Republic of Congo,1972,0.148,1.32
13305,Democratic Republic of Congo,1973,0.148,1.32
13306,Democratic Republic of Congo,1974,0.148,1.32
13307,Democratic Republic of Congo,1975,0.148,1.32
13308,Democratic Republic of Congo,1976,0.147,1.32
13309,Democratic Republic of Congo,1977,0.147,1.32
13310,Democratic Republic of Congo,1978,0.148,1.32
13311,Democratic Republic of Congo,1979,0.148,1.32
13312,Democratic Republic of Congo,1980,0.148,1.32
13313,Democratic Republic of Congo,1981,0.148,1.32
13314,Democratic Republic of Congo,1982,0.148,1.32
13315,Democratic Republic of Congo,1983,0.149,1.32
13316,Democratic Republic of Congo,1984,0.148,1.32
13317,Democratic Republic of Congo,1985,0.148,1.32
13318,Democratic Republic of Congo,1986,0.148,1.32
13319,Democratic Republic of Congo,1987,0.148,1.32
13320,Democratic Republic of Congo,1988,0.15,1.32
13321,Democratic Republic of Congo,1989,0.15,1.32
13322,Democratic Republic of Congo,1990,0.178,1.32
13323,Democratic Republic of Congo,1991,0.201,1.32
13324,Democratic Republic of Congo,1992,0.203,1.32
13325,Democratic Republic of Congo,1993,0.171,1.32
13326,Democratic Republic of Congo,1994,0.173,1.32
13327,Democratic Republic of Congo,1995,0.173,1.32
13328,Democratic Republic of Congo,1996,0.173,1.32
13329,Democratic Republic of Congo,1997,0.124,1.32
13330,Democratic Republic of Congo,1998,0.147,1.32
13331,Democratic Republic of Congo,1999,0.146,1.32
13332,Democratic Republic of Congo,2000,0.152,1.32
13333,Democratic Republic of Congo,2001,0.157,1.32
13334,Democratic Republic of Congo,2002,0.164,1.32
13335,Democratic Republic of Congo,2003,0.184,1.32
13336,Democratic Republic of Congo,2004,0.191,1.32
13337,Democratic Republic of Congo,2005,0.199,1.32
13338,Democratic Republic of Congo,2006,0.262,1.32
13339,Democratic Republic of Congo,2007,0.364,1.32
13340,Democratic Republic of Congo,2008,0.363,1.32
13341,Democratic Republic of Congo,2009,0.365,1.32
13342,Democratic Republic of Congo,2010,0.363,1.32
13343,Democratic Republic of Congo,2011,0.36,1.32
13344,Democratic Republic of Congo,2012,0.331,1.32
13345,Democratic Republic of Congo,2013,0.326,1.32
13346,Democratic Republic of Congo,2014,0.328,1.32
13347,Democratic Republic of Congo,2015,0.32,1.32
13348,Democratic Republic of Congo,2016,0.317,1.32
13349,Democratic Republic of Congo,2017,0.313,1.32
13350,Democratic Republic of Congo,2018,0.314,1.32
13351,Democratic Republic of Congo,2019,0.348,1.32
13352,Democratic Republic of Congo,2020,0.356,1.32
13353,Democratic Republic of Congo,2021,0.358,1.32
13491,Denmark,1789,0.109,7.19
13492,Denmark,1790,0.109,7.19
13493,Denmark,1791,0.109,7.19
13494,Denmark,1792,0.109,7.19
13495,Denmark,1793,0.109,7.19
13496,Denmark,1794,0.109,7.19
13497,Denmark,1795,0.109,7.19
13498,Denmark,1796,0.109,7.19
13499,Denmark,1797,0.109,7.19
13500,Denmark,1798,0.109,7.19
13501,Denmark,1799,0.105,7.19
13502,Denmark,1800,0.105,7.19
13503,Denmark,1801,0.105,7.19
13504,Denmark,1802,0.105,7.19
13505,Denmark,1803,0.105,7.19
13506,Denmark,1804,0.105,7.19
13507,Denmark,1805,0.105,7.19
13508,Denmark,1806,0.105,7.19
13509,Denmark,1807,0.105,7.19
13510,Denmark,1808,0.105,7.19
13511,Denmark,1809,0.105,7.19
13512,Denmark,1810,0.105,7.19
13513,Denmark,1811,0.105,7.19
13514,Denmark,1812,0.105,7.19
13515,Denmark,1813,0.105,7.19
13516,Denmark,1814,0.105,7.19
13517,Denmark,1815,0.105,7.19
13518,Denmark,1816,0.105,7.19
13519,Denmark,1817,0.105,7.19
13520,Denmark,1818,0.105,7.19
13521,Denmark,1819,0.105,7.19
13522,Denmark,1820,0.105,7.19
13523,Denmark,1821,0.105,7.19
13524,Denmark,1822,0.105,7.19
13525,Denmark,1823,0.105,7.19
13526,Denmark,1824,0.105,7.19
13527,Denmark,1825,0.105,7.19
13528,Denmark,1826,0.105,7.19
13529,Denmark,1827,0.105,7.19
13530,Denmark,1828,0.105,7.19
13531,Denmark,1829,0.105,7.19
13532,Denmark,1830,0.105,7.19
13533,Denmark,1831,0.105,7.19
13534,Denmark,1832,0.105,7.19
13535,Denmark,1833,0.105,7.19
13536,Denmark,1834,0.148,7.19
13537,Denmark,1835,0.15,7.19
13538,Denmark,1836,0.15,7.19
13539,Denmark,1837,0.15,7.19
13540,Denmark,1838,0.15,7.19
13541,Denmark,1839,0.15,7.19
13542,Denmark,1840,0.15,7.19
13543,Denmark,1841,0.15,7.19
13544,Denmark,1842,0.15,7.19
13545,Denmark,1843,0.15,7.19
13546,Denmark,1844,0.15,7.19
13547,Denmark,1845,0.15,7.19
13548,Denmark,1846,0.15,7.19
13549,Denmark,1847,0.15,7.19
13550,Denmark,1848,0.337,7.19
13551,Denmark,1849,0.362,7.19
13552,Denmark,1850,0.363,7.19
13553,Denmark,1851,0.363,7.19
13554,Denmark,1852,0.362,7.19
13555,Denmark,1853,0.355,7.19
13556,Denmark,1854,0.353,7.19
13557,Denmark,1855,0.362,7.19
13558,Denmark,1856,0.362,7.19
13559,Denmark,1857,0.362,7.19
13560,Denmark,1858,0.363,7.19
13561,Denmark,1859,0.363,7.19
13562,Denmark,1860,0.363,7.19
13563,Denmark,1861,0.364,7.19
13564,Denmark,1862,0.364,7.19
13565,Denmark,1863,0.364,7.19
