,country,Year,democracy score,years of schooling
13566,Denmark,1864,0.364,7.19
13567,Denmark,1865,0.363,7.19
13568,Denmark,1866,0.363,7.19
13569,Denmark,1867,0.364,7.19
13570,Denmark,1868,0.364,7.19
13571,Denmark,1869,0.364,7.19
13572,Denmark,1870,0.364,7.19
13573,Denmark,1871,0.348,7.19
13574,Denmark,1872,0.348,7.19
13575,Denmark,1873,0.353,7.19
13576,Denmark,1874,0.366,7.19
13577,Denmark,1875,0.366,7.19
13578,Denmark,1876,0.361,7.19
13579,Denmark,1877,0.358,7.19
13580,Denmark,1878,0.358,7.19
13581,Denmark,1879,0.359,7.19
13582,Denmark,1880,0.36,7.19
13583,Denmark,1881,0.36,7.19
13584,Denmark,1882,0.36,7.19
13585,Denmark,1883,0.36,7.19
13586,Denmark,1884,0.36,7.19
13587,Denmark,1885,0.352,7.19
13588,Denmark,1886,0.333,7.19
13589,Denmark,1887,0.334,7.19
13590,Denmark,1888,0.334,7.19
13591,Denmark,1889,0.334,7.19
13592,Denmark,1890,0.332,7.19
13593,Denmark,1891,0.332,7.19
13594,Denmark,1892,0.334,7.19
13595,Denmark,1893,0.334,7.19
13596,Denmark,1894,0.357,7.19
13597,Denmark,1895,0.369,7.19
13598,Denmark,1896,0.371,7.19
13599,Denmark,1897,0.371,7.19
13600,Denmark,1898,0.371,7.19
13601,Denmark,1899,0.37,7.19
13602,Denmark,1900,0.37,7.19
13603,Denmark,1901,0.479,7.19
13604,Denmark,1902,0.613,7.19
13605,Denmark,1903,0.613,7.19
13606,Denmark,1904,0.614,7.19
13607,Denmark,1905,0.614,7.19
13608,Denmark,1906,0.614,7.19
13609,Denmark,1907,0.614,7.19
13610,Denmark,1908,0.614,7.19
13611,Denmark,1909,0.614,7.19
13612,Denmark,1910,0.614,7.19
13613,Denmark,1911,0.614,7.19
13614,Denmark,1912,0.614,7.19
13615,Denmark,1913,0.614,7.19
13616,Denmark,1914,0.611,7.19
13617,Denmark,1915,0.612,7.19
13618,Denmark,1916,0.863,7.19
13619,Denmark,1917,0.863,7.19
13620,Denmark,1918,0.863,7.19
13621,Denmark,1919,0.869,7.19
13622,Denmark,1920,0.87,7.19
13623,Denmark,1921,0.869,7.19
13624,Denmark,1922,0.869,7.19
13625,Denmark,1923,0.869,7.19
13626,Denmark,1924,0.87,7.19
13627,Denmark,1925,0.87,7.19
13628,Denmark,1926,0.87,7.19
13629,Denmark,1927,0.87,7.19
13630,Denmark,1928,0.87,7.19
13631,Denmark,1929,0.87,7.19
13632,Denmark,1930,0.869,7.19
13633,Denmark,1931,0.869,7.19
13634,Denmark,1932,0.868,7.19
13635,Denmark,1933,0.853,7.19
13636,Denmark,1934,0.852,7.19
13637,Denmark,1935,0.852,7.19
13638,Denmark,1936,0.852,7.19
13639,Denmark,1937,0.852,7.19
13640,Denmark,1938,0.852,7.19
13641,Denmark,1939,0.85,7.19
13642,Denmark,1940,0.682,7.19
13643,Denmark,1941,0.637,7.19
13644,Denmark,1942,0.634,7.19
13645,Denmark,1943,0.476,7.19
13646,Denmark,1944,0.205,7.19
13647,Denmark,1945,0.323,7.19
13648,Denmark,1946,0.898,7.19
13649,Denmark,1947,0.898,7.19
13650,Denmark,1948,0.897,7.19
13651,Denmark,1949,0.897,7.19
13652,Denmark,1950,0.899,7.19
13653,Denmark,1951,0.901,7.19
13654,Denmark,1952,0.901,7.19
13655,Denmark,1953,0.901,7.19
13656,Denmark,1954,0.899,7.19
13657,Denmark,1955,0.901,7.19
13658,Denmark,1956,0.901,7.19
13659,Denmark,1957,0.901,7.19
13660,Denmark,1958,0.901,7.19
13661,Denmark,1959,0.901,7.19
13662,Denmark,1960,0.901,7.19
13663,Denmark,1961,0.903,7.19
13664,Denmark,1962,0.903,7.19
13665,Denmark,1963,0.903,7.19
13666,Denmark,1964,0.902,7.19
13667,Denmark,1965,0.901,7.19
13668,Denmark,1966,0.9,7.19
13669,Denmark,1967,0.901,7.19
13670,Denmark,1968,0.905,7.19
13671,Denmark,1969,0.905,7.19
13672,Denmark,1970,0.905,7.19
13673,Denmark,1971,0.905,7.19
13674,Denmark,1972,0.903,7.19
13675,Denmark,1973,0.903,7.19
13676,Denmark,1974,0.904,7.19
13677,Denmark,1975,0.906,7.19
13678,Denmark,1976,0.906,7.19
13679,Denmark,1977,0.905,7.19
13680,Denmark,1978,0.905,7.19
13681,Denmark,1979,0.906,7.19
13682,Denmark,1980,0.907,7.19
13683,Denmark,1981,0.907,7.19
13684,Denmark,1982,0.905,7.19
13685,Denmark,1983,0.905,7.19
13686,Denmark,1984,0.905,7.19
13687,Denmark,1985,0.905,7.19
13688,Denmark,1986,0.905,7.19
13689,Denmark,1987,0.906,7.19
13690,Denmark,1988,0.907,7.19
13691,Denmark,1989,0.907,7.19
13692,Denmark,1990,0.907,7.19
13693,Denmark,1991,0.907,7.19
13694,Denmark,1992,0.907,7.19
13695,Denmark,1993,0.907,7.19
13696,Denmark,1994,0.907,7.19
13697,Denmark,1995,0.907,7.19
13698,Denmark,1996,0.907,7.19
13699,Denmark,1997,0.907,7.19
13700,Denmark,1998,0.905,7.19
13701,Denmark,1999,0.904,7.19
13702,Denmark,2000,0.904,7.19
13703,Denmark,2001,0.904,7.19
13704,Denmark,2002,0.907,7.19
13705,Denmark,2003,0.907,7.19
13706,Denmark,2004,0.907,7.19
13707,Denmark,2005,0.918,7.19
13708,Denmark,2006,0.919,7.19
13709,Denmark,2007,0.919,7.19
13710,Denmark,2008,0.918,7.19
13711,Denmark,2009,0.918,7.19
13712,Denmark,2010,0.918,7.19
13713,Denmark,2011,0.917,7.19
13714,Denmark,2012,0.915,7.19
13715,Denmark,2013,0.915,7.19
13716,Denmark,2014,0.915,7.19
13717,Denmark,2015,0.915,7.19
13718,Denmark,2016,0.914,7.19
13719,Denmark,2017,0.914,7.19
13720,Denmark,2018,0.914,7.19
13721,Denmark,2019,0.911,7.19
13722,Denmark,2020,0.908,7.19
13723,Denmark,2021,0.908,7.19
14276,Dominican Republic,1789,0.013,3.74
14277,Dominican Republic,1790,0.013,3.74
14278,Dominican Republic,1791,0.013,3.74
14279,Dominican Republic,1792,0.013,3.74
14280,Dominican Republic,1793,0.013,3.74
14281,Dominican Republic,1794,0.013,3.74
14282,Dominican Republic,1795,0.013,3.74
14283,Dominican Republic,1796,0.013,3.74
14284,Dominican Republic,1797,0.013,3.74
14285,Dominican Republic,1798,0.013,3.74
14286,Dominican Republic,1799,0.013,3.74
14287,Dominican Republic,1800,0.013,3.74
14288,Dominican Republic,1801,0.013,3.74
14289,Dominican Republic,1802,0.013,3.74
14290,Dominican Republic,1803,0.013,3.74
14291,Dominican Republic,1804,0.013,3.74
14292,Dominican Republic,1805,0.013,3.74
14293,Dominican Republic,1806,0.013,3.74
14294,Dominican Republic,1807,0.028,3.74
14295,Dominican Republic,1808,0.028,3.74
14296,Dominican Republic,1809,0.028,3.74
14297,Dominican Republic,1810,0.028,3.74
14298,Dominican Republic,1811,0.028,3.74
14299,Dominican Republic,1812,0.028,3.74
14300,Dominican Republic,1813,0.028,3.74
14301,Dominican Republic,1814,0.028,3.74
14302,Dominican Republic,1815,0.028,3.74
14303,Dominican Republic,1816,0.028,3.74
14304,Dominican Republic,1817,0.028,3.74
14305,Dominican Republic,1818,0.028,3.74
14306,Dominican Republic,1819,0.028,3.74
14307,Dominican Republic,1820,0.028,3.74
14308,Dominican Republic,1821,0.038,3.74
14309,Dominican Republic,1822,0.03,3.74
14310,Dominican Republic,1844,0.15,3.74
14311,Dominican Republic,1845,0.153,3.74
14312,Dominican Republic,1846,0.153,3.74
14313,Dominican Republic,1847,0.153,3.74
14314,Dominican Republic,1848,0.149,3.74
14315,Dominican Republic,1849,0.137,3.74
14316,Dominican Republic,1850,0.164,3.74
14317,Dominican Republic,1851,0.164,3.74
14318,Dominican Republic,1852,0.164,3.74
14319,Dominican Republic,1853,0.162,3.74
14320,Dominican Republic,1854,0.162,3.74
14321,Dominican Republic,1855,0.162,3.74
14322,Dominican Republic,1856,0.129,3.74
14323,Dominican Republic,1857,0.107,3.74
14324,Dominican Republic,1858,0.108,3.74
14325,Dominican Republic,1859,0.106,3.74
14326,Dominican Republic,1860,0.085,3.74
14327,Dominican Republic,1861,0.047,3.74
14328,Dominican Republic,1862,0.047,3.74
14329,Dominican Republic,1863,0.047,3.74
14330,Dominican Republic,1864,0.047,3.74
14331,Dominican Republic,1865,0.113,3.74
14332,Dominican Republic,1866,0.224,3.74
14333,Dominican Republic,1867,0.196,3.74
14334,Dominican Republic,1868,0.178,3.74
14335,Dominican Republic,1869,0.173,3.74
14336,Dominican Republic,1870,0.173,3.74
14337,Dominican Republic,1871,0.173,3.74
14338,Dominican Republic,1872,0.173,3.74
14339,Dominican Republic,1873,0.173,3.74
14340,Dominican Republic,1874,0.217,3.74
14341,Dominican Republic,1875,0.213,3.74
14342,Dominican Republic,1876,0.262,3.74
14343,Dominican Republic,1877,0.156,3.74
14344,Dominican Republic,1878,0.17,3.74
14345,Dominican Republic,1879,0.186,3.74
14346,Dominican Republic,1880,0.194,3.74
14347,Dominican Republic,1881,0.255,3.74
14348,Dominican Republic,1882,0.245,3.74
14349,Dominican Republic,1883,0.228,3.74
14350,Dominican Republic,1884,0.159,3.74
14351,Dominican Republic,1885,0.108,3.74
14352,Dominican Republic,1886,0.091,3.74
14353,Dominican Republic,1887,0.154,3.74
14354,Dominican Republic,1888,0.137,3.74
14355,Dominican Republic,1889,0.145,3.74
14356,Dominican Republic,1890,0.145,3.74
14357,Dominican Republic,1891,0.145,3.74
14358,Dominican Republic,1892,0.145,3.74
14359,Dominican Republic,1893,0.145,3.74
14360,Dominican Republic,1894,0.145,3.74
14361,Dominican Republic,1895,0.145,3.74
14362,Dominican Republic,1896,0.145,3.74
14363,Dominican Republic,1897,0.145,3.74
14364,Dominican Republic,1898,0.145,3.74
14365,Dominican Republic,1899,0.15,3.74
14366,Dominican Republic,1900,0.244,3.74
14367,Dominican Republic,1901,0.244,3.74
14368,Dominican Republic,1902,0.187,3.74
14369,Dominican Republic,1903,0.172,3.74
14370,Dominican Republic,1904,0.223,3.74
14371,Dominican Republic,1906,0.223,3.74
14372,Dominican Republic,1907,0.223,3.74
14373,Dominican Republic,1908,0.204,3.74
14374,Dominican Republic,1909,0.188,3.74
14375,Dominican Republic,1910,0.188,3.74
14376,Dominican Republic,1911,0.188,3.74
14377,Dominican Republic,1912,0.194,3.74
14378,Dominican Republic,1913,0.19,3.74
14379,Dominican Republic,1914,0.213,3.74
14380,Dominican Republic,1915,0.219,3.74
14381,Dominican Republic,1916,0.158,3.74
14382,Dominican Republic,1917,0.111,3.74
14383,Dominican Republic,1918,0.111,3.74
14384,Dominican Republic,1919,0.111,3.74
14385,Dominican Republic,1920,0.111,3.74
14386,Dominican Republic,1921,0.111,3.74
14387,Dominican Republic,1922,0.111,3.74
14388,Dominican Republic,1923,0.111,3.74
14389,Dominican Republic,1924,0.17,3.74
14390,Dominican Republic,1925,0.263,3.74
14391,Dominican Republic,1926,0.263,3.74
14392,Dominican Republic,1927,0.27,3.74
14393,Dominican Republic,1928,0.269,3.74
14394,Dominican Republic,1929,0.261,3.74
14395,Dominican Republic,1930,0.202,3.74
14396,Dominican Republic,1931,0.125,3.74
14397,Dominican Republic,1932,0.125,3.74
14398,Dominican Republic,1933,0.125,3.74
14399,Dominican Republic,1934,0.122,3.74
14400,Dominican Republic,1935,0.12,3.74
14401,Dominican Republic,1936,0.12,3.74
14402,Dominican Republic,1937,0.12,3.74
14403,Dominican Republic,1938,0.12,3.74
14404,Dominican Republic,1939,0.119,3.74
14405,Dominican Republic,1940,0.119,3.74
14406,Dominican Republic,1941,0.119,3.74
14407,Dominican Republic,1942,0.12,3.74
14408,Dominican Republic,1943,0.151,3.74
14409,Dominican Republic,1944,0.151,3.74
14410,Dominican Republic,1945,0.151,3.74
14411,Dominican Republic,1946,0.151,3.74
14412,Dominican Republic,1947,0.151,3.74
14413,Dominican Republic,1948,0.151,3.74
14414,Dominican Republic,1949,0.151,3.74
14415,Dominican Republic,1950,0.151,3.74
14416,Dominican Republic,1951,0.15,3.74
14417,Dominican Republic,1952,0.15,3.74
14418,Dominican Republic,1953,0.15,3.74
14419,Dominican Republic,1954,0.15,3.74
14420,Dominican Republic,1955,0.15,3.74
14421,Dominican Republic,1956,0.151,3.74
14422,Dominican Republic,1957,0.15,3.74
14423,Dominican Republic,1958,0.15,3.74
14424,Dominican Republic,1959,0.152,3.74
14425,Dominican Republic,1960,0.148,3.74
14426,Dominican Republic,1961,0.161,3.74
14427,Dominican Republic,1962,0.141,3.74
14428,Dominican Republic,1963,0.349,3.74
14429,Dominican Republic,1964,0.157,3.74
14430,Dominican Republic,1965,0.15,3.74
14431,Dominican Republic,1966,0.191,3.74
14432,Dominican Republic,1967,0.268,3.74
14433,Dominican Republic,1968,0.268,3.74
14434,Dominican Republic,1969,0.268,3.74
14435,Dominican Republic,1970,0.269,3.74
14436,Dominican Republic,1971,0.269,3.74
14437,Dominican Republic,1972,0.269,3.74
14438,Dominican Republic,1973,0.269,3.74
14439,Dominican Republic,1974,0.268,3.74
14440,Dominican Republic,1975,0.274,3.74
14441,Dominican Republic,1976,0.274,3.74
14442,Dominican Republic,1977,0.274,3.74
14443,Dominican Republic,1978,0.348,3.74
14444,Dominican Republic,1979,0.407,3.74
14445,Dominican Republic,1980,0.461,3.74
14446,Dominican Republic,1981,0.461,3.74
14447,Dominican Republic,1982,0.492,3.74
14448,Dominican Republic,1983,0.511,3.74
14449,Dominican Republic,1984,0.509,3.74
14450,Dominican Republic,1985,0.509,3.74
14451,Dominican Republic,1986,0.51,3.74
14452,Dominican Republic,1987,0.496,3.74
14453,Dominican Republic,1988,0.498,3.74
14454,Dominican Republic,1989,0.498,3.74
14455,Dominican Republic,1990,0.447,3.74
14456,Dominican Republic,1991,0.421,3.74
14457,Dominican Republic,1992,0.421,3.74
14458,Dominican Republic,1993,0.421,3.74
14459,Dominican Republic,1994,0.419,3.74
14460,Dominican Republic,1995,0.435,3.74
14461,Dominican Republic,1996,0.516,3.74
14462,Dominican Republic,1997,0.597,3.74
14463,Dominican Republic,1998,0.614,3.74
14464,Dominican Republic,1999,0.62,3.74
14465,Dominican Republic,2000,0.632,3.74
14466,Dominican Republic,2001,0.645,3.74
14467,Dominican Republic,2002,0.642,3.74
14468,Dominican Republic,2003,0.641,3.74
14469,Dominican Republic,2004,0.626,3.74
14470,Dominican Republic,2005,0.617,3.74
14471,Dominican Republic,2006,0.613,3.74
14472,Dominican Republic,2007,0.609,3.74
14473,Dominican Republic,2008,0.607,3.74
14474,Dominican Republic,2009,0.606,3.74
14475,Dominican Republic,2010,0.601,3.74
14476,Dominican Republic,2011,0.593,3.74
14477,Dominican Republic,2012,0.591,3.74
14478,Dominican Republic,2013,0.582,3.74
14479,Dominican Republic,2014,0.582,3.74
14480,Dominican Republic,2015,0.557,3.74
14481,Dominican Republic,2016,0.537,3.74
14482,Dominican Republic,2017,0.521,3.74
14483,Dominican Republic,2018,0.523,3.74
14484,Dominican Republic,2019,0.509,3.74
14485,Dominican Republic,2020,0.582,3.74
14486,Dominican Republic,2021,0.683,3.74
14588,Ecuador,1830,0.056,4.55
14589,Ecuador,1831,0.056,4.55
14590,Ecuador,1832,0.056,4.55
14591,Ecuador,1833,0.053,4.55
14592,Ecuador,1834,0.063,4.55
14593,Ecuador,1835,0.086,4.55
14594,Ecuador,1836,0.086,4.55
14595,Ecuador,1837,0.086,4.55
14596,Ecuador,1838,0.086,4.55
14597,Ecuador,1839,0.086,4.55
14598,Ecuador,1840,0.086,4.55
14599,Ecuador,1841,0.077,4.55
14600,Ecuador,1842,0.077,4.55
14601,Ecuador,1843,0.077,4.55
14602,Ecuador,1844,0.077,4.55
14603,Ecuador,1845,0.102,4.55
14604,Ecuador,1846,0.128,4.55
14605,Ecuador,1847,0.128,4.55
14606,Ecuador,1848,0.128,4.55
14607,Ecuador,1849,0.128,4.55
14608,Ecuador,1850,0.121,4.55
14609,Ecuador,1851,0.102,4.55
14610,Ecuador,1852,0.084,4.55
14611,Ecuador,1853,0.115,4.55
14612,Ecuador,1854,0.115,4.55
14613,Ecuador,1855,0.115,4.55
14614,Ecuador,1856,0.133,4.55
14615,Ecuador,1857,0.186,4.55
14616,Ecuador,1858,0.186,4.55
14617,Ecuador,1859,0.158,4.55
14618,Ecuador,1860,0.058,4.55
14619,Ecuador,1861,0.097,4.55
14620,Ecuador,1862,0.097,4.55
14621,Ecuador,1863,0.099,4.55
14622,Ecuador,1864,0.099,4.55
14623,Ecuador,1865,0.101,4.55
14624,Ecuador,1866,0.161,4.55
14625,Ecuador,1867,0.161,4.55
14626,Ecuador,1868,0.159,4.55
14627,Ecuador,1869,0.119,4.55
14628,Ecuador,1870,0.118,4.55
14629,Ecuador,1871,0.118,4.55
14630,Ecuador,1872,0.118,4.55
14631,Ecuador,1873,0.118,4.55
14632,Ecuador,1874,0.118,4.55
14633,Ecuador,1875,0.13,4.55
14634,Ecuador,1876,0.136,4.55
14635,Ecuador,1877,0.062,4.55
14636,Ecuador,1878,0.124,4.55
14637,Ecuador,1879,0.124,4.55
14638,Ecuador,1880,0.124,4.55
14639,Ecuador,1881,0.124,4.55
14640,Ecuador,1882,0.124,4.55
14641,Ecuador,1883,0.127,4.55
14642,Ecuador,1884,0.125,4.55
14643,Ecuador,1885,0.131,4.55
14644,Ecuador,1886,0.125,4.55
14645,Ecuador,1887,0.135,4.55
14646,Ecuador,1888,0.19,4.55
14647,Ecuador,1889,0.222,4.55
14648,Ecuador,1890,0.227,4.55
14649,Ecuador,1891,0.227,4.55
14650,Ecuador,1892,0.239,4.55
14651,Ecuador,1893,0.238,4.55
14652,Ecuador,1894,0.238,4.55
14653,Ecuador,1895,0.161,4.55
14654,Ecuador,1896,0.208,4.55
14655,Ecuador,1897,0.282,4.55
14656,Ecuador,1898,0.282,4.55
14657,Ecuador,1899,0.282,4.55
14658,Ecuador,1900,0.296,4.55
14659,Ecuador,1901,0.289,4.55
14660,Ecuador,1902,0.274,4.55
14661,Ecuador,1903,0.274,4.55
14662,Ecuador,1904,0.274,4.55
14663,Ecuador,1905,0.27,4.55
14664,Ecuador,1906,0.167,4.55
14665,Ecuador,1907,0.154,4.55
14666,Ecuador,1908,0.154,4.55
14667,Ecuador,1909,0.154,4.55
14668,Ecuador,1910,0.157,4.55
14669,Ecuador,1911,0.217,4.55
14670,Ecuador,1912,0.266,4.55
14671,Ecuador,1913,0.267,4.55
14672,Ecuador,1914,0.267,4.55
14673,Ecuador,1915,0.267,4.55
14674,Ecuador,1916,0.264,4.55
14675,Ecuador,1917,0.269,4.55
14676,Ecuador,1918,0.258,4.55
14677,Ecuador,1919,0.258,4.55
14678,Ecuador,1920,0.261,4.55
14679,Ecuador,1921,0.258,4.55
14680,Ecuador,1922,0.257,4.55
14681,Ecuador,1923,0.259,4.55
14682,Ecuador,1924,0.257,4.55
14683,Ecuador,1925,0.203,4.55
14684,Ecuador,1926,0.197,4.55
14685,Ecuador,1927,0.213,4.55
14686,Ecuador,1928,0.217,4.55
14687,Ecuador,1929,0.263,4.55
14688,Ecuador,1930,0.285,4.55
14689,Ecuador,1931,0.28,4.55
14690,Ecuador,1932,0.268,4.55
14691,Ecuador,1933,0.261,4.55
14692,Ecuador,1934,0.266,4.55
14693,Ecuador,1935,0.225,4.55
14694,Ecuador,1936,0.147,4.55
14695,Ecuador,1937,0.147,4.55
14696,Ecuador,1938,0.207,4.55
14697,Ecuador,1939,0.251,4.55
14698,Ecuador,1940,0.243,4.55
14699,Ecuador,1941,0.242,4.55
14700,Ecuador,1942,0.242,4.55
14701,Ecuador,1943,0.242,4.55
14702,Ecuador,1944,0.194,4.55
14703,Ecuador,1945,0.165,4.55
14704,Ecuador,1946,0.155,4.55
14705,Ecuador,1947,0.233,4.55
14706,Ecuador,1948,0.348,4.55
14707,Ecuador,1949,0.367,4.55
14708,Ecuador,1950,0.378,4.55
14709,Ecuador,1951,0.379,4.55
14710,Ecuador,1952,0.361,4.55
14711,Ecuador,1953,0.352,4.55
14712,Ecuador,1954,0.355,4.55
14713,Ecuador,1955,0.363,4.55
14714,Ecuador,1956,0.363,4.55
14715,Ecuador,1957,0.372,4.55
14716,Ecuador,1958,0.379,4.55
14717,Ecuador,1959,0.384,4.55
14718,Ecuador,1960,0.363,4.55
14719,Ecuador,1961,0.357,4.55
14720,Ecuador,1962,0.368,4.55
14721,Ecuador,1963,0.214,4.55
14722,Ecuador,1964,0.131,4.55
14723,Ecuador,1965,0.135,4.55
14724,Ecuador,1966,0.139,4.55
14725,Ecuador,1967,0.164,4.55
14726,Ecuador,1968,0.273,4.55
14727,Ecuador,1969,0.376,4.55
14728,Ecuador,1970,0.293,4.55
14729,Ecuador,1971,0.205,4.55
14730,Ecuador,1972,0.17,4.55
14731,Ecuador,1973,0.142,4.55
14732,Ecuador,1974,0.142,4.55
14733,Ecuador,1975,0.142,4.55
14734,Ecuador,1976,0.142,4.55
14735,Ecuador,1977,0.142,4.55
14736,Ecuador,1978,0.198,4.55
14737,Ecuador,1979,0.389,4.55
14738,Ecuador,1980,0.702,4.55
14739,Ecuador,1981,0.702,4.55
14740,Ecuador,1982,0.702,4.55
14741,Ecuador,1983,0.698,4.55
14742,Ecuador,1984,0.702,4.55
14743,Ecuador,1985,0.688,4.55
14744,Ecuador,1986,0.691,4.55
14745,Ecuador,1987,0.693,4.55
14746,Ecuador,1988,0.71,4.55
14747,Ecuador,1989,0.73,4.55
14748,Ecuador,1990,0.73,4.55
14749,Ecuador,1991,0.73,4.55
14750,Ecuador,1992,0.729,4.55
14751,Ecuador,1993,0.719,4.55
14752,Ecuador,1994,0.71,4.55
14753,Ecuador,1995,0.711,4.55
14754,Ecuador,1996,0.711,4.55
14755,Ecuador,1997,0.711,4.55
14756,Ecuador,1998,0.708,4.55
14757,Ecuador,1999,0.705,4.55
14758,Ecuador,2000,0.703,4.55
14759,Ecuador,2001,0.703,4.55
14760,Ecuador,2002,0.704,4.55
14761,Ecuador,2003,0.706,4.55
14762,Ecuador,2004,0.706,4.55
14763,Ecuador,2005,0.706,4.55
14764,Ecuador,2006,0.711,4.55
14765,Ecuador,2007,0.672,4.55
14766,Ecuador,2008,0.646,4.55
14767,Ecuador,2009,0.622,4.55
14768,Ecuador,2010,0.592,4.55
14769,Ecuador,2011,0.59,4.55
14770,Ecuador,2012,0.591,4.55
14771,Ecuador,2013,0.57,4.55
14772,Ecuador,2014,0.56,4.55
14773,Ecuador,2015,0.565,4.55
14774,Ecuador,2016,0.563,4.55
14775,Ecuador,2017,0.6,4.55
14776,Ecuador,2018,0.676,4.55
14777,Ecuador,2019,0.655,4.55
14778,Ecuador,2020,0.649,4.55
14779,Ecuador,2021,0.644,4.55
14847,Egypt,1789,0.032,1.41
14848,Egypt,1790,0.032,1.41
14849,Egypt,1791,0.032,1.41
14850,Egypt,1792,0.032,1.41
14851,Egypt,1793,0.032,1.41
14852,Egypt,1794,0.032,1.41
14853,Egypt,1795,0.032,1.41
14854,Egypt,1796,0.032,1.41
14855,Egypt,1797,0.032,1.41
14856,Egypt,1798,0.032,1.41
14857,Egypt,1799,0.031,1.41
14858,Egypt,1800,0.031,1.41
14859,Egypt,1801,0.031,1.41
14860,Egypt,1802,0.031,1.41
14861,Egypt,1803,0.031,1.41
14862,Egypt,1804,0.031,1.41
14863,Egypt,1805,0.031,1.41
14864,Egypt,1806,0.031,1.41
14865,Egypt,1807,0.031,1.41
14866,Egypt,1808,0.031,1.41
14867,Egypt,1809,0.031,1.41
14868,Egypt,1810,0.031,1.41
14869,Egypt,1811,0.031,1.41
14870,Egypt,1812,0.031,1.41
14871,Egypt,1813,0.031,1.41
14872,Egypt,1814,0.031,1.41
14873,Egypt,1815,0.031,1.41
14874,Egypt,1816,0.031,1.41
14875,Egypt,1817,0.031,1.41
14876,Egypt,1818,0.031,1.41
14877,Egypt,1819,0.031,1.41
14878,Egypt,1820,0.031,1.41
14879,Egypt,1821,0.031,1.41
14880,Egypt,1822,0.031,1.41
14881,Egypt,1823,0.031,1.41
14882,Egypt,1824,0.031,1.41
14883,Egypt,1825,0.031,1.41
14884,Egypt,1826,0.031,1.41
14885,Egypt,1827,0.031,1.41
14886,Egypt,1828,0.031,1.41
14887,Egypt,1829,0.031,1.41
14888,Egypt,1830,0.031,1.41
14889,Egypt,1831,0.031,1.41
14890,Egypt,1832,0.031,1.41
14891,Egypt,1833,0.031,1.41
14892,Egypt,1834,0.031,1.41
14893,Egypt,1835,0.031,1.41
14894,Egypt,1836,0.031,1.41
14895,Egypt,1837,0.031,1.41
14896,Egypt,1838,0.031,1.41
14897,Egypt,1839,0.031,1.41
14898,Egypt,1840,0.031,1.41
14899,Egypt,1841,0.031,1.41
14900,Egypt,1842,0.031,1.41
14901,Egypt,1843,0.031,1.41
14902,Egypt,1844,0.031,1.41
14903,Egypt,1845,0.031,1.41
14904,Egypt,1846,0.031,1.41
14905,Egypt,1847,0.031,1.41
14906,Egypt,1848,0.031,1.41
14907,Egypt,1849,0.031,1.41
14908,Egypt,1850,0.031,1.41
14909,Egypt,1851,0.031,1.41
14910,Egypt,1852,0.031,1.41
14911,Egypt,1853,0.031,1.41
14912,Egypt,1854,0.031,1.41
14913,Egypt,1855,0.031,1.41
14914,Egypt,1856,0.031,1.41
14915,Egypt,1857,0.031,1.41
14916,Egypt,1858,0.031,1.41
14917,Egypt,1859,0.031,1.41
14918,Egypt,1860,0.031,1.41
14919,Egypt,1861,0.031,1.41
14920,Egypt,1862,0.031,1.41
14921,Egypt,1863,0.035,1.41
14922,Egypt,1864,0.035,1.41
14923,Egypt,1865,0.035,1.41
14924,Egypt,1866,0.037,1.41
14925,Egypt,1867,0.037,1.41
14926,Egypt,1868,0.037,1.41
14927,Egypt,1869,0.037,1.41
14928,Egypt,1870,0.037,1.41
14929,Egypt,1871,0.037,1.41
14930,Egypt,1872,0.037,1.41
14931,Egypt,1873,0.037,1.41
14932,Egypt,1874,0.037,1.41
14933,Egypt,1875,0.037,1.41
14934,Egypt,1876,0.037,1.41
14935,Egypt,1877,0.037,1.41
14936,Egypt,1878,0.039,1.41
14937,Egypt,1879,0.069,1.41
14938,Egypt,1880,0.069,1.41
14939,Egypt,1881,0.071,1.41
14940,Egypt,1882,0.071,1.41
14941,Egypt,1883,0.151,1.41
14942,Egypt,1884,0.151,1.41
14943,Egypt,1885,0.151,1.41
14944,Egypt,1886,0.151,1.41
14945,Egypt,1887,0.151,1.41
14946,Egypt,1888,0.151,1.41
14947,Egypt,1889,0.151,1.41
14948,Egypt,1890,0.151,1.41
14949,Egypt,1891,0.151,1.41
14950,Egypt,1892,0.151,1.41
14951,Egypt,1893,0.151,1.41
14952,Egypt,1894,0.151,1.41
14953,Egypt,1895,0.151,1.41
14954,Egypt,1896,0.151,1.41
14955,Egypt,1897,0.151,1.41
14956,Egypt,1898,0.151,1.41
14957,Egypt,1899,0.151,1.41
14958,Egypt,1900,0.123,1.41
14959,Egypt,1901,0.124,1.41
14960,Egypt,1902,0.124,1.41
14961,Egypt,1903,0.124,1.41
14962,Egypt,1904,0.124,1.41
14963,Egypt,1905,0.124,1.41
14964,Egypt,1906,0.124,1.41
14965,Egypt,1907,0.131,1.41
14966,Egypt,1908,0.131,1.41
14967,Egypt,1909,0.131,1.41
14968,Egypt,1910,0.131,1.41
14969,Egypt,1911,0.131,1.41
